"","county","county_code","year","year_code","month","month_code","oe_gestational_age_weekly","oe_gestational_age_weekly_code","births","average_birth_weight"
"1","Albany County, NY",36001,2007,2007,"January",1,"37 weeks",37,16,3094.75
"2","Albany County, NY",36001,2007,2007,"January",1,"38 weeks",38,50,3222.6
"3","Albany County, NY",36001,2007,2007,"January",1,"39 weeks",39,87,3322.11
"4","Albany County, NY",36001,2007,2007,"January",1,"40 weeks",40,63,3387.84
"5","Albany County, NY",36001,2007,2007,"January",1,"41 weeks",41,37,3596.73
"6","Albany County, NY",36001,2007,2007,"February",2,"36 weeks",36,14,2638.5
"7","Albany County, NY",36001,2007,2007,"February",2,"37 weeks",37,15,2966.33
"8","Albany County, NY",36001,2007,2007,"February",2,"38 weeks",38,34,3426.35
"9","Albany County, NY",36001,2007,2007,"February",2,"39 weeks",39,57,3445.6
"10","Albany County, NY",36001,2007,2007,"February",2,"40 weeks",40,49,3578.82
"11","Albany County, NY",36001,2007,2007,"February",2,"41 weeks",41,22,3654.36
"12","Albany County, NY",36001,2007,2007,"March",3,"36 weeks",36,11,3013.64
"13","Albany County, NY",36001,2007,2007,"March",3,"37 weeks",37,19,3159.05
"14","Albany County, NY",36001,2007,2007,"March",3,"38 weeks",38,60,3285.68
"15","Albany County, NY",36001,2007,2007,"March",3,"39 weeks",39,78,3339.77
"16","Albany County, NY",36001,2007,2007,"March",3,"40 weeks",40,73,3489.21
"17","Albany County, NY",36001,2007,2007,"March",3,"41 weeks",41,23,3834.52
"18","Albany County, NY",36001,2007,2007,"April",4,"37 weeks",37,21,3070.33
"19","Albany County, NY",36001,2007,2007,"April",4,"38 weeks",38,40,3330.75
"20","Albany County, NY",36001,2007,2007,"April",4,"39 weeks",39,85,3498.09
"21","Albany County, NY",36001,2007,2007,"April",4,"40 weeks",40,62,3493.82
"22","Albany County, NY",36001,2007,2007,"April",4,"41 weeks",41,28,3738.75
"23","Albany County, NY",36001,2007,2007,"May",5,"37 weeks",37,22,3146.09
"24","Albany County, NY",36001,2007,2007,"May",5,"38 weeks",38,48,3130.02
"25","Albany County, NY",36001,2007,2007,"May",5,"39 weeks",39,72,3495.35
"26","Albany County, NY",36001,2007,2007,"May",5,"40 weeks",40,71,3474.13
"27","Albany County, NY",36001,2007,2007,"May",5,"41 weeks",41,29,3695.93
"28","Albany County, NY",36001,2007,2007,"June",6,"36 weeks",36,12,2693.83
"29","Albany County, NY",36001,2007,2007,"June",6,"37 weeks",37,13,2793.08
"30","Albany County, NY",36001,2007,2007,"June",6,"38 weeks",38,44,3201.5
"31","Albany County, NY",36001,2007,2007,"June",6,"39 weeks",39,72,3316.85
"32","Albany County, NY",36001,2007,2007,"June",6,"40 weeks",40,63,3652.97
"33","Albany County, NY",36001,2007,2007,"June",6,"41 weeks",41,30,3659.9
"34","Albany County, NY",36001,2007,2007,"July",7,"37 weeks",37,17,2917.59
"35","Albany County, NY",36001,2007,2007,"July",7,"38 weeks",38,53,3242.06
"36","Albany County, NY",36001,2007,2007,"July",7,"39 weeks",39,77,3453.01
"37","Albany County, NY",36001,2007,2007,"July",7,"40 weeks",40,79,3611.85
"38","Albany County, NY",36001,2007,2007,"July",7,"41 weeks",41,38,3666.82
"39","Albany County, NY",36001,2007,2007,"August",8,"37 weeks",37,17,2988.53
"40","Albany County, NY",36001,2007,2007,"August",8,"38 weeks",38,46,3183.57
"41","Albany County, NY",36001,2007,2007,"August",8,"39 weeks",39,82,3433.89
"42","Albany County, NY",36001,2007,2007,"August",8,"40 weeks",40,66,3514.82
"43","Albany County, NY",36001,2007,2007,"August",8,"41 weeks",41,34,3762.38
"44","Albany County, NY",36001,2007,2007,"September",9,"36 weeks",36,11,2402.91
"45","Albany County, NY",36001,2007,2007,"September",9,"37 weeks",37,23,2836.78
"46","Albany County, NY",36001,2007,2007,"September",9,"38 weeks",38,51,3206.69
"47","Albany County, NY",36001,2007,2007,"September",9,"39 weeks",39,77,3435.16
"48","Albany County, NY",36001,2007,2007,"September",9,"40 weeks",40,63,3510.6
"49","Albany County, NY",36001,2007,2007,"September",9,"41 weeks",41,22,3657.91
"50","Albany County, NY",36001,2007,2007,"October",10,"36 weeks",36,10,2577.5
"51","Albany County, NY",36001,2007,2007,"October",10,"38 weeks",38,47,3164.98
"52","Albany County, NY",36001,2007,2007,"October",10,"39 weeks",39,82,3455.67
"53","Albany County, NY",36001,2007,2007,"October",10,"40 weeks",40,57,3492.49
"54","Albany County, NY",36001,2007,2007,"October",10,"41 weeks",41,34,3723.24
"55","Albany County, NY",36001,2007,2007,"November",11,"37 weeks",37,20,2953.45
"56","Albany County, NY",36001,2007,2007,"November",11,"38 weeks",38,41,3214.46
"57","Albany County, NY",36001,2007,2007,"November",11,"39 weeks",39,62,3350.87
"58","Albany County, NY",36001,2007,2007,"November",11,"40 weeks",40,66,3473.61
"59","Albany County, NY",36001,2007,2007,"November",11,"41 weeks",41,27,3558.96
"60","Albany County, NY",36001,2007,2007,"December",12,"37 weeks",37,22,3146.41
"61","Albany County, NY",36001,2007,2007,"December",12,"38 weeks",38,52,3413.4
"62","Albany County, NY",36001,2007,2007,"December",12,"39 weeks",39,76,3499.83
"63","Albany County, NY",36001,2007,2007,"December",12,"40 weeks",40,52,3573.27
"64","Albany County, NY",36001,2007,2007,"December",12,"41 weeks",41,23,3636.26
"65","Albany County, NY",36001,2008,2008,"January",1,"37 weeks",37,24,2863.96
"66","Albany County, NY",36001,2008,2008,"January",1,"38 weeks",38,38,3310.47
"67","Albany County, NY",36001,2008,2008,"January",1,"39 weeks",39,66,3487.15
"68","Albany County, NY",36001,2008,2008,"January",1,"40 weeks",40,54,3605.65
"69","Albany County, NY",36001,2008,2008,"January",1,"41 weeks",41,25,3712.76
"70","Albany County, NY",36001,2008,2008,"February",2,"37 weeks",37,21,2964.76
"71","Albany County, NY",36001,2008,2008,"February",2,"38 weeks",38,45,3195.98
"72","Albany County, NY",36001,2008,2008,"February",2,"39 weeks",39,62,3405.52
"73","Albany County, NY",36001,2008,2008,"February",2,"40 weeks",40,52,3580.73
"74","Albany County, NY",36001,2008,2008,"February",2,"41 weeks",41,22,3701.45
"75","Albany County, NY",36001,2008,2008,"March",3,"36 weeks",36,10,2781.9
"76","Albany County, NY",36001,2008,2008,"March",3,"37 weeks",37,22,3136.45
"77","Albany County, NY",36001,2008,2008,"March",3,"38 weeks",38,39,3254.51
"78","Albany County, NY",36001,2008,2008,"March",3,"39 weeks",39,70,3414.51
"79","Albany County, NY",36001,2008,2008,"March",3,"40 weeks",40,58,3527.4
"80","Albany County, NY",36001,2008,2008,"March",3,"41 weeks",41,30,3676.6
"81","Albany County, NY",36001,2008,2008,"April",4,"36 weeks",36,12,2774.83
"82","Albany County, NY",36001,2008,2008,"April",4,"37 weeks",37,14,2958.79
"83","Albany County, NY",36001,2008,2008,"April",4,"38 weeks",38,48,3294.12
"84","Albany County, NY",36001,2008,2008,"April",4,"39 weeks",39,92,3461.93
"85","Albany County, NY",36001,2008,2008,"April",4,"40 weeks",40,62,3570.87
"86","Albany County, NY",36001,2008,2008,"April",4,"41 weeks",41,30,3690.97
"87","Albany County, NY",36001,2008,2008,"May",5,"38 weeks",38,56,3290.54
"88","Albany County, NY",36001,2008,2008,"May",5,"39 weeks",39,80,3352.55
"89","Albany County, NY",36001,2008,2008,"May",5,"40 weeks",40,68,3591.15
"90","Albany County, NY",36001,2008,2008,"May",5,"41 weeks",41,18,3647.94
"91","Albany County, NY",36001,2008,2008,"June",6,"36 weeks",36,12,2865.42
"92","Albany County, NY",36001,2008,2008,"June",6,"37 weeks",37,15,3000.27
"93","Albany County, NY",36001,2008,2008,"June",6,"38 weeks",38,49,3246.47
"94","Albany County, NY",36001,2008,2008,"June",6,"39 weeks",39,64,3355.02
"95","Albany County, NY",36001,2008,2008,"June",6,"40 weeks",40,63,3500.65
"96","Albany County, NY",36001,2008,2008,"June",6,"41 weeks",41,18,3712.28
"97","Albany County, NY",36001,2008,2008,"July",7,"37 weeks",37,18,2927.17
"98","Albany County, NY",36001,2008,2008,"July",7,"38 weeks",38,50,3288.7
"99","Albany County, NY",36001,2008,2008,"July",7,"39 weeks",39,76,3464.47
"100","Albany County, NY",36001,2008,2008,"July",7,"40 weeks",40,69,3559.38
"101","Albany County, NY",36001,2008,2008,"July",7,"41 weeks",41,28,3752.71
"102","Albany County, NY",36001,2008,2008,"August",8,"36 weeks",36,10,2782.5
"103","Albany County, NY",36001,2008,2008,"August",8,"37 weeks",37,22,3046.41
"104","Albany County, NY",36001,2008,2008,"August",8,"38 weeks",38,62,3124.92
"105","Albany County, NY",36001,2008,2008,"August",8,"39 weeks",39,79,3412.05
"106","Albany County, NY",36001,2008,2008,"August",8,"40 weeks",40,56,3625.89
"107","Albany County, NY",36001,2008,2008,"August",8,"41 weeks",41,32,3769.88
"108","Albany County, NY",36001,2008,2008,"September",9,"36 weeks",36,13,2856.62
"109","Albany County, NY",36001,2008,2008,"September",9,"37 weeks",37,24,2784.79
"110","Albany County, NY",36001,2008,2008,"September",9,"38 weeks",38,49,3270.02
"111","Albany County, NY",36001,2008,2008,"September",9,"39 weeks",39,73,3440.93
"112","Albany County, NY",36001,2008,2008,"September",9,"40 weeks",40,73,3456.22
"113","Albany County, NY",36001,2008,2008,"September",9,"41 weeks",41,36,3719.25
"114","Albany County, NY",36001,2008,2008,"October",10,"37 weeks",37,19,3036.26
"115","Albany County, NY",36001,2008,2008,"October",10,"38 weeks",38,45,3195.53
"116","Albany County, NY",36001,2008,2008,"October",10,"39 weeks",39,77,3349.17
"117","Albany County, NY",36001,2008,2008,"October",10,"40 weeks",40,71,3583.07
"118","Albany County, NY",36001,2008,2008,"October",10,"41 weeks",41,38,3551.79
"119","Albany County, NY",36001,2008,2008,"November",11,"37 weeks",37,25,2988.04
"120","Albany County, NY",36001,2008,2008,"November",11,"38 weeks",38,38,3392.39
"121","Albany County, NY",36001,2008,2008,"November",11,"39 weeks",39,64,3414.25
"122","Albany County, NY",36001,2008,2008,"November",11,"40 weeks",40,52,3534.42
"123","Albany County, NY",36001,2008,2008,"November",11,"41 weeks",41,15,3690.27
"124","Albany County, NY",36001,2008,2008,"December",12,"36 weeks",36,10,2550.3
"125","Albany County, NY",36001,2008,2008,"December",12,"37 weeks",37,11,3245.09
"126","Albany County, NY",36001,2008,2008,"December",12,"38 weeks",38,46,3247.09
"127","Albany County, NY",36001,2008,2008,"December",12,"39 weeks",39,85,3523.39
"128","Albany County, NY",36001,2008,2008,"December",12,"40 weeks",40,61,3606.33
"129","Albany County, NY",36001,2008,2008,"December",12,"41 weeks",41,21,3784.76
"130","Albany County, NY",36001,2009,2009,"January",1,"36 weeks",36,12,2592
"131","Albany County, NY",36001,2009,2009,"January",1,"37 weeks",37,19,2937.42
"132","Albany County, NY",36001,2009,2009,"January",1,"38 weeks",38,49,3317.06
"133","Albany County, NY",36001,2009,2009,"January",1,"39 weeks",39,63,3415.59
"134","Albany County, NY",36001,2009,2009,"January",1,"40 weeks",40,75,3533.89
"135","Albany County, NY",36001,2009,2009,"January",1,"41 weeks",41,26,3692.04
"136","Albany County, NY",36001,2009,2009,"February",2,"37 weeks",37,14,3096.57
"137","Albany County, NY",36001,2009,2009,"February",2,"38 weeks",38,64,3274.25
"138","Albany County, NY",36001,2009,2009,"February",2,"39 weeks",39,64,3447.81
"139","Albany County, NY",36001,2009,2009,"February",2,"40 weeks",40,74,3527.81
"140","Albany County, NY",36001,2009,2009,"February",2,"41 weeks",41,23,3561.26
"141","Albany County, NY",36001,2009,2009,"March",3,"37 weeks",37,26,3001.15
"142","Albany County, NY",36001,2009,2009,"March",3,"38 weeks",38,57,3349.56
"143","Albany County, NY",36001,2009,2009,"March",3,"39 weeks",39,78,3403.59
"144","Albany County, NY",36001,2009,2009,"March",3,"40 weeks",40,65,3533.85
"145","Albany County, NY",36001,2009,2009,"March",3,"41 weeks",41,23,3632.74
"146","Albany County, NY",36001,2009,2009,"April",4,"37 weeks",37,16,3156.31
"147","Albany County, NY",36001,2009,2009,"April",4,"38 weeks",38,41,3273.34
"148","Albany County, NY",36001,2009,2009,"April",4,"39 weeks",39,83,3445.35
"149","Albany County, NY",36001,2009,2009,"April",4,"40 weeks",40,62,3465.26
"150","Albany County, NY",36001,2009,2009,"April",4,"41 weeks",41,33,3596.64
"151","Albany County, NY",36001,2009,2009,"May",5,"37 weeks",37,19,2938.68
"152","Albany County, NY",36001,2009,2009,"May",5,"38 weeks",38,46,3253.24
"153","Albany County, NY",36001,2009,2009,"May",5,"39 weeks",39,83,3446.19
"154","Albany County, NY",36001,2009,2009,"May",5,"40 weeks",40,75,3575.12
"155","Albany County, NY",36001,2009,2009,"May",5,"41 weeks",41,44,3645.61
"156","Albany County, NY",36001,2009,2009,"June",6,"37 weeks",37,16,2959.06
"157","Albany County, NY",36001,2009,2009,"June",6,"38 weeks",38,41,3486.73
"158","Albany County, NY",36001,2009,2009,"June",6,"39 weeks",39,84,3426.85
"159","Albany County, NY",36001,2009,2009,"June",6,"40 weeks",40,65,3587.43
"160","Albany County, NY",36001,2009,2009,"June",6,"41 weeks",41,23,3709.35
"161","Albany County, NY",36001,2009,2009,"July",7,"36 weeks",36,11,2721.18
"162","Albany County, NY",36001,2009,2009,"July",7,"37 weeks",37,21,3074.38
"163","Albany County, NY",36001,2009,2009,"July",7,"38 weeks",38,47,3280.49
"164","Albany County, NY",36001,2009,2009,"July",7,"39 weeks",39,81,3314.47
"165","Albany County, NY",36001,2009,2009,"July",7,"40 weeks",40,60,3566.73
"166","Albany County, NY",36001,2009,2009,"July",7,"41 weeks",41,36,3647.61
"167","Albany County, NY",36001,2009,2009,"August",8,"36 weeks",36,17,2735.44
"168","Albany County, NY",36001,2009,2009,"August",8,"37 weeks",37,26,2851.42
"169","Albany County, NY",36001,2009,2009,"August",8,"38 weeks",38,45,3257.29
"170","Albany County, NY",36001,2009,2009,"August",8,"39 weeks",39,66,3406.58
"171","Albany County, NY",36001,2009,2009,"August",8,"40 weeks",40,49,3512.78
"172","Albany County, NY",36001,2009,2009,"August",8,"41 weeks",41,26,3715.19
"173","Albany County, NY",36001,2009,2009,"September",9,"37 weeks",37,14,3120.57
"174","Albany County, NY",36001,2009,2009,"September",9,"38 weeks",38,39,3234.51
"175","Albany County, NY",36001,2009,2009,"September",9,"39 weeks",39,104,3408.37
"176","Albany County, NY",36001,2009,2009,"September",9,"40 weeks",40,65,3539.34
"177","Albany County, NY",36001,2009,2009,"September",9,"41 weeks",41,24,3690.71
"178","Albany County, NY",36001,2009,2009,"October",10,"37 weeks",37,19,2766.89
"179","Albany County, NY",36001,2009,2009,"October",10,"38 weeks",38,35,3258.2
"180","Albany County, NY",36001,2009,2009,"October",10,"39 weeks",39,83,3486.78
"181","Albany County, NY",36001,2009,2009,"October",10,"40 weeks",40,46,3551.17
"182","Albany County, NY",36001,2009,2009,"October",10,"41 weeks",41,22,3591.86
"183","Albany County, NY",36001,2009,2009,"November",11,"36 weeks",36,11,2598.36
"184","Albany County, NY",36001,2009,2009,"November",11,"37 weeks",37,18,2801
"185","Albany County, NY",36001,2009,2009,"November",11,"38 weeks",38,48,3112.77
"186","Albany County, NY",36001,2009,2009,"November",11,"39 weeks",39,60,3447.33
"187","Albany County, NY",36001,2009,2009,"November",11,"40 weeks",40,56,3463.91
"188","Albany County, NY",36001,2009,2009,"November",11,"41 weeks",41,22,3779.05
"189","Albany County, NY",36001,2009,2009,"December",12,"36 weeks",36,10,2680.9
"190","Albany County, NY",36001,2009,2009,"December",12,"37 weeks",37,16,3190.06
"191","Albany County, NY",36001,2009,2009,"December",12,"38 weeks",38,42,3351.19
"192","Albany County, NY",36001,2009,2009,"December",12,"39 weeks",39,84,3463.94
"193","Albany County, NY",36001,2009,2009,"December",12,"40 weeks",40,55,3520
"194","Albany County, NY",36001,2009,2009,"December",12,"41 weeks",41,31,3567.48
"195","Albany County, NY",36001,2010,2010,"January",1,"37 weeks",37,14,3099.07
"196","Albany County, NY",36001,2010,2010,"January",1,"38 weeks",38,33,3427.42
"197","Albany County, NY",36001,2010,2010,"January",1,"39 weeks",39,90,3387.53
"198","Albany County, NY",36001,2010,2010,"January",1,"40 weeks",40,57,3499.53
"199","Albany County, NY",36001,2010,2010,"January",1,"41 weeks",41,23,3714.91
"200","Albany County, NY",36001,2010,2010,"February",2,"36 weeks",36,13,2653.69
"201","Albany County, NY",36001,2010,2010,"February",2,"37 weeks",37,16,3009
"202","Albany County, NY",36001,2010,2010,"February",2,"38 weeks",38,26,3360.69
"203","Albany County, NY",36001,2010,2010,"February",2,"39 weeks",39,76,3460.42
"204","Albany County, NY",36001,2010,2010,"February",2,"40 weeks",40,55,3498.16
"205","Albany County, NY",36001,2010,2010,"February",2,"41 weeks",41,33,3748.15
"206","Albany County, NY",36001,2010,2010,"March",3,"36 weeks",36,13,2680.15
"207","Albany County, NY",36001,2010,2010,"March",3,"37 weeks",37,12,2694.58
"208","Albany County, NY",36001,2010,2010,"March",3,"38 weeks",38,42,3312.45
"209","Albany County, NY",36001,2010,2010,"March",3,"39 weeks",39,82,3520.61
"210","Albany County, NY",36001,2010,2010,"March",3,"40 weeks",40,65,3558.66
"211","Albany County, NY",36001,2010,2010,"March",3,"41 weeks",41,25,3541.04
"212","Albany County, NY",36001,2010,2010,"April",4,"37 weeks",37,14,2924.5
"213","Albany County, NY",36001,2010,2010,"April",4,"38 weeks",38,35,3207.86
"214","Albany County, NY",36001,2010,2010,"April",4,"39 weeks",39,81,3481.62
"215","Albany County, NY",36001,2010,2010,"April",4,"40 weeks",40,71,3554
"216","Albany County, NY",36001,2010,2010,"April",4,"41 weeks",41,29,3656.07
"217","Albany County, NY",36001,2010,2010,"May",5,"37 weeks",37,21,2868.19
"218","Albany County, NY",36001,2010,2010,"May",5,"38 weeks",38,33,3306.58
"219","Albany County, NY",36001,2010,2010,"May",5,"39 weeks",39,84,3435.44
"220","Albany County, NY",36001,2010,2010,"May",5,"40 weeks",40,62,3559.42
"221","Albany County, NY",36001,2010,2010,"May",5,"41 weeks",41,22,3710.32
"222","Albany County, NY",36001,2010,2010,"June",6,"37 weeks",37,13,2997
"223","Albany County, NY",36001,2010,2010,"June",6,"38 weeks",38,40,3349.78
"224","Albany County, NY",36001,2010,2010,"June",6,"39 weeks",39,94,3403.81
"225","Albany County, NY",36001,2010,2010,"June",6,"40 weeks",40,68,3555
"226","Albany County, NY",36001,2010,2010,"June",6,"41 weeks",41,25,3787.4
"227","Albany County, NY",36001,2010,2010,"July",7,"36 weeks",36,11,2647.18
"228","Albany County, NY",36001,2010,2010,"July",7,"37 weeks",37,14,3005.86
"229","Albany County, NY",36001,2010,2010,"July",7,"38 weeks",38,35,3232.91
"230","Albany County, NY",36001,2010,2010,"July",7,"39 weeks",39,92,3475.74
"231","Albany County, NY",36001,2010,2010,"July",7,"40 weeks",40,60,3484.72
"232","Albany County, NY",36001,2010,2010,"July",7,"41 weeks",41,35,3740.49
"233","Albany County, NY",36001,2010,2010,"August",8,"36 weeks",36,11,2837.27
"234","Albany County, NY",36001,2010,2010,"August",8,"37 weeks",37,13,2991.85
"235","Albany County, NY",36001,2010,2010,"August",8,"38 weeks",38,32,3194.19
"236","Albany County, NY",36001,2010,2010,"August",8,"39 weeks",39,78,3461.44
"237","Albany County, NY",36001,2010,2010,"August",8,"40 weeks",40,60,3511.37
"238","Albany County, NY",36001,2010,2010,"August",8,"41 weeks",41,30,3687.4
"239","Albany County, NY",36001,2010,2010,"September",9,"37 weeks",37,16,3080.06
"240","Albany County, NY",36001,2010,2010,"September",9,"38 weeks",38,47,3215.51
"241","Albany County, NY",36001,2010,2010,"September",9,"39 weeks",39,87,3438.31
"242","Albany County, NY",36001,2010,2010,"September",9,"40 weeks",40,63,3557.59
"243","Albany County, NY",36001,2010,2010,"September",9,"41 weeks",41,27,3590.33
"244","Albany County, NY",36001,2010,2010,"October",10,"37 weeks",37,17,2963.29
"245","Albany County, NY",36001,2010,2010,"October",10,"38 weeks",38,45,3156.02
"246","Albany County, NY",36001,2010,2010,"October",10,"39 weeks",39,77,3395.75
"247","Albany County, NY",36001,2010,2010,"October",10,"40 weeks",40,61,3491.51
"248","Albany County, NY",36001,2010,2010,"October",10,"41 weeks",41,31,3856.65
"249","Albany County, NY",36001,2010,2010,"November",11,"36 weeks",36,12,2458.08
"250","Albany County, NY",36001,2010,2010,"November",11,"37 weeks",37,22,3161.77
"251","Albany County, NY",36001,2010,2010,"November",11,"38 weeks",38,39,3413.51
"252","Albany County, NY",36001,2010,2010,"November",11,"39 weeks",39,63,3417.76
"253","Albany County, NY",36001,2010,2010,"November",11,"40 weeks",40,61,3539.1
"254","Albany County, NY",36001,2010,2010,"November",11,"41 weeks",41,16,3559.69
"255","Albany County, NY",36001,2010,2010,"December",12,"36 weeks",36,12,2503.75
"256","Albany County, NY",36001,2010,2010,"December",12,"37 weeks",37,15,2826.33
"257","Albany County, NY",36001,2010,2010,"December",12,"38 weeks",38,50,3253.48
"258","Albany County, NY",36001,2010,2010,"December",12,"39 weeks",39,91,3473.08
"259","Albany County, NY",36001,2010,2010,"December",12,"40 weeks",40,53,3540.38
"260","Albany County, NY",36001,2010,2010,"December",12,"41 weeks",41,25,3560.68
"261","Albany County, NY",36001,2011,2011,"January",1,"37 weeks",37,19,2956.79
"262","Albany County, NY",36001,2011,2011,"January",1,"38 weeks",38,36,3206.47
"263","Albany County, NY",36001,2011,2011,"January",1,"39 weeks",39,75,3396.09
"264","Albany County, NY",36001,2011,2011,"January",1,"40 weeks",40,70,3465.61
"265","Albany County, NY",36001,2011,2011,"January",1,"41 weeks",41,29,3621.83
"266","Albany County, NY",36001,2011,2011,"February",2,"36 weeks",36,10,2659
"267","Albany County, NY",36001,2011,2011,"February",2,"37 weeks",37,24,3106.21
"268","Albany County, NY",36001,2011,2011,"February",2,"38 weeks",38,30,3144.1
"269","Albany County, NY",36001,2011,2011,"February",2,"39 weeks",39,92,3457.03
"270","Albany County, NY",36001,2011,2011,"February",2,"40 weeks",40,57,3505
"271","Albany County, NY",36001,2011,2011,"February",2,"41 weeks",41,22,3685.36
"272","Albany County, NY",36001,2011,2011,"March",3,"36 weeks",36,10,2573.1
"273","Albany County, NY",36001,2011,2011,"March",3,"37 weeks",37,10,3032.4
"274","Albany County, NY",36001,2011,2011,"March",3,"38 weeks",38,50,3310.38
"275","Albany County, NY",36001,2011,2011,"March",3,"39 weeks",39,87,3432.66
"276","Albany County, NY",36001,2011,2011,"March",3,"40 weeks",40,58,3591.62
"277","Albany County, NY",36001,2011,2011,"March",3,"41 weeks",41,14,3777.79
"278","Albany County, NY",36001,2011,2011,"April",4,"37 weeks",37,16,2834.75
"279","Albany County, NY",36001,2011,2011,"April",4,"38 weeks",38,34,3292.68
"280","Albany County, NY",36001,2011,2011,"April",4,"39 weeks",39,84,3514.05
"281","Albany County, NY",36001,2011,2011,"April",4,"40 weeks",40,59,3436.36
"282","Albany County, NY",36001,2011,2011,"April",4,"41 weeks",41,16,3722.69
"283","Albany County, NY",36001,2011,2011,"May",5,"37 weeks",37,10,2974
"284","Albany County, NY",36001,2011,2011,"May",5,"38 weeks",38,35,3256.63
"285","Albany County, NY",36001,2011,2011,"May",5,"39 weeks",39,96,3440.1
"286","Albany County, NY",36001,2011,2011,"May",5,"40 weeks",40,52,3609.96
"287","Albany County, NY",36001,2011,2011,"May",5,"41 weeks",41,27,3685.44
"288","Albany County, NY",36001,2011,2011,"June",6,"36 weeks",36,12,2564.67
"289","Albany County, NY",36001,2011,2011,"June",6,"37 weeks",37,21,2939.62
"290","Albany County, NY",36001,2011,2011,"June",6,"38 weeks",38,50,3262.48
"291","Albany County, NY",36001,2011,2011,"June",6,"39 weeks",39,81,3554.78
"292","Albany County, NY",36001,2011,2011,"June",6,"40 weeks",40,63,3623.51
"293","Albany County, NY",36001,2011,2011,"June",6,"41 weeks",41,25,3679.08
"294","Albany County, NY",36001,2011,2011,"July",7,"36 weeks",36,12,2720.58
"295","Albany County, NY",36001,2011,2011,"July",7,"37 weeks",37,26,2887.23
"296","Albany County, NY",36001,2011,2011,"July",7,"38 weeks",38,38,3257.58
"297","Albany County, NY",36001,2011,2011,"July",7,"39 weeks",39,83,3438.19
"298","Albany County, NY",36001,2011,2011,"July",7,"40 weeks",40,58,3451.83
"299","Albany County, NY",36001,2011,2011,"July",7,"41 weeks",41,35,3592.43
"300","Albany County, NY",36001,2011,2011,"August",8,"37 weeks",37,17,2795.76
"301","Albany County, NY",36001,2011,2011,"August",8,"38 weeks",38,26,3203.58
"302","Albany County, NY",36001,2011,2011,"August",8,"39 weeks",39,101,3513.76
"303","Albany County, NY",36001,2011,2011,"August",8,"40 weeks",40,62,3578.27
"304","Albany County, NY",36001,2011,2011,"August",8,"41 weeks",41,26,3572.73
"305","Albany County, NY",36001,2011,2011,"September",9,"37 weeks",37,12,3177.67
"306","Albany County, NY",36001,2011,2011,"September",9,"38 weeks",38,40,3259.65
"307","Albany County, NY",36001,2011,2011,"September",9,"39 weeks",39,88,3389.58
"308","Albany County, NY",36001,2011,2011,"September",9,"40 weeks",40,60,3500.92
"309","Albany County, NY",36001,2011,2011,"September",9,"41 weeks",41,29,3710.28
"310","Albany County, NY",36001,2011,2011,"October",10,"37 weeks",37,15,3013.27
"311","Albany County, NY",36001,2011,2011,"October",10,"38 weeks",38,35,3102.06
"312","Albany County, NY",36001,2011,2011,"October",10,"39 weeks",39,72,3504.99
"313","Albany County, NY",36001,2011,2011,"October",10,"40 weeks",40,63,3493.68
"314","Albany County, NY",36001,2011,2011,"October",10,"41 weeks",41,34,3638.62
"315","Albany County, NY",36001,2011,2011,"November",11,"35 weeks",35,10,2420.6
"316","Albany County, NY",36001,2011,2011,"November",11,"37 weeks",37,15,2864.27
"317","Albany County, NY",36001,2011,2011,"November",11,"38 weeks",38,32,3255
"318","Albany County, NY",36001,2011,2011,"November",11,"39 weeks",39,78,3424.59
"319","Albany County, NY",36001,2011,2011,"November",11,"40 weeks",40,72,3546.58
"320","Albany County, NY",36001,2011,2011,"November",11,"41 weeks",41,27,3639.93
"321","Albany County, NY",36001,2011,2011,"December",12,"36 weeks",36,12,3175
"322","Albany County, NY",36001,2011,2011,"December",12,"37 weeks",37,16,3111.19
"323","Albany County, NY",36001,2011,2011,"December",12,"38 weeks",38,46,3189.46
"324","Albany County, NY",36001,2011,2011,"December",12,"39 weeks",39,85,3423.91
"325","Albany County, NY",36001,2011,2011,"December",12,"40 weeks",40,57,3514.68
"326","Albany County, NY",36001,2011,2011,"December",12,"41 weeks",41,32,3667.88
"327","Albany County, NY",36001,2012,2012,"January",1,"37 weeks",37,12,3162.08
"328","Albany County, NY",36001,2012,2012,"January",1,"38 weeks",38,46,3223.13
"329","Albany County, NY",36001,2012,2012,"January",1,"39 weeks",39,91,3414.91
"330","Albany County, NY",36001,2012,2012,"January",1,"40 weeks",40,68,3483.21
"331","Albany County, NY",36001,2012,2012,"January",1,"41 weeks",41,25,3749.84
"332","Albany County, NY",36001,2012,2012,"February",2,"37 weeks",37,23,2985.43
"333","Albany County, NY",36001,2012,2012,"February",2,"38 weeks",38,37,3255.86
"334","Albany County, NY",36001,2012,2012,"February",2,"39 weeks",39,74,3457.15
"335","Albany County, NY",36001,2012,2012,"February",2,"40 weeks",40,56,3580.55
"336","Albany County, NY",36001,2012,2012,"February",2,"41 weeks",41,17,3505.59
"337","Albany County, NY",36001,2012,2012,"March",3,"37 weeks",37,16,3013.94
"338","Albany County, NY",36001,2012,2012,"March",3,"38 weeks",38,33,3256.06
"339","Albany County, NY",36001,2012,2012,"March",3,"39 weeks",39,84,3465.67
"340","Albany County, NY",36001,2012,2012,"March",3,"40 weeks",40,52,3489.33
