"","county","county_code","year","year_code","month","month_code","oe_gestational_age_weekly","oe_gestational_age_weekly_code","births","average_birth_weight"
"13095","Orange County, NY",36071,2011,2011,"January",1,"35 weeks",35,11,2565.73
"13096","Orange County, NY",36071,2011,2011,"January",1,"36 weeks",36,15,2708.33
"13097","Orange County, NY",36071,2011,2011,"January",1,"37 weeks",37,36,2961.17
"13098","Orange County, NY",36071,2011,2011,"January",1,"38 weeks",38,64,3157.78
"13099","Orange County, NY",36071,2011,2011,"January",1,"39 weeks",39,115,3384.43
"13100","Orange County, NY",36071,2011,2011,"January",1,"40 weeks",40,98,3487.29
"13101","Orange County, NY",36071,2011,2011,"January",1,"41 weeks",41,39,3614.44
"13102","Orange County, NY",36071,2011,2011,"February",2,"37 weeks",37,26,3046.58
"13103","Orange County, NY",36071,2011,2011,"February",2,"38 weeks",38,58,3296.88
"13104","Orange County, NY",36071,2011,2011,"February",2,"39 weeks",39,99,3382.76
"13105","Orange County, NY",36071,2011,2011,"February",2,"40 weeks",40,106,3550.38
"13106","Orange County, NY",36071,2011,2011,"February",2,"41 weeks",41,34,3760.18
"13107","Orange County, NY",36071,2011,2011,"March",3,"36 weeks",36,20,2815.8
"13108","Orange County, NY",36071,2011,2011,"March",3,"37 weeks",37,30,2994.17
"13109","Orange County, NY",36071,2011,2011,"March",3,"38 weeks",38,53,3302.25
"13110","Orange County, NY",36071,2011,2011,"March",3,"39 weeks",39,150,3454.7
"13111","Orange County, NY",36071,2011,2011,"March",3,"40 weeks",40,103,3499.03
"13112","Orange County, NY",36071,2011,2011,"March",3,"41 weeks",41,39,3557.13
"13113","Orange County, NY",36071,2011,2011,"April",4,"36 weeks",36,16,2757.69
"13114","Orange County, NY",36071,2011,2011,"April",4,"37 weeks",37,30,3244.6
"13115","Orange County, NY",36071,2011,2011,"April",4,"38 weeks",38,68,3330.72
"13116","Orange County, NY",36071,2011,2011,"April",4,"39 weeks",39,134,3392.74
"13117","Orange County, NY",36071,2011,2011,"April",4,"40 weeks",40,107,3450.24
"13118","Orange County, NY",36071,2011,2011,"April",4,"41 weeks",41,36,3528.47
"13119","Orange County, NY",36071,2011,2011,"May",5,"36 weeks",36,13,2906.62
"13120","Orange County, NY",36071,2011,2011,"May",5,"37 weeks",37,25,2958.36
"13121","Orange County, NY",36071,2011,2011,"May",5,"38 weeks",38,74,3246.74
"13122","Orange County, NY",36071,2011,2011,"May",5,"39 weeks",39,135,3453.79
"13123","Orange County, NY",36071,2011,2011,"May",5,"40 weeks",40,108,3514.93
"13124","Orange County, NY",36071,2011,2011,"May",5,"41 weeks",41,39,3735.18
"13125","Orange County, NY",36071,2011,2011,"June",6,"36 weeks",36,10,2807.3
"13126","Orange County, NY",36071,2011,2011,"June",6,"37 weeks",37,29,2933.59
"13127","Orange County, NY",36071,2011,2011,"June",6,"38 weeks",38,62,3219.69
"13128","Orange County, NY",36071,2011,2011,"June",6,"39 weeks",39,159,3459.19
"13129","Orange County, NY",36071,2011,2011,"June",6,"40 weeks",40,112,3611.93
"13130","Orange County, NY",36071,2011,2011,"June",6,"41 weeks",41,39,3547.54
"13131","Orange County, NY",36071,2011,2011,"July",7,"37 weeks",37,28,2881.64
"13132","Orange County, NY",36071,2011,2011,"July",7,"38 weeks",38,78,3254.65
"13133","Orange County, NY",36071,2011,2011,"July",7,"39 weeks",39,128,3436.24
"13134","Orange County, NY",36071,2011,2011,"July",7,"40 weeks",40,114,3595.27
"13135","Orange County, NY",36071,2011,2011,"July",7,"41 weeks",41,37,3662.08
"13136","Orange County, NY",36071,2011,2011,"August",8,"36 weeks",36,12,2882.25
"13137","Orange County, NY",36071,2011,2011,"August",8,"37 weeks",37,26,2914.77
"13138","Orange County, NY",36071,2011,2011,"August",8,"38 weeks",38,71,3160.42
"13139","Orange County, NY",36071,2011,2011,"August",8,"39 weeks",39,142,3442.92
"13140","Orange County, NY",36071,2011,2011,"August",8,"40 weeks",40,153,3491.5
"13141","Orange County, NY",36071,2011,2011,"August",8,"41 weeks",41,41,3767.8
"13142","Orange County, NY",36071,2011,2011,"September",9,"37 weeks",37,28,3046.46
"13143","Orange County, NY",36071,2011,2011,"September",9,"38 weeks",38,70,3167.57
"13144","Orange County, NY",36071,2011,2011,"September",9,"39 weeks",39,140,3351.18
"13145","Orange County, NY",36071,2011,2011,"September",9,"40 weeks",40,130,3531.85
"13146","Orange County, NY",36071,2011,2011,"September",9,"41 weeks",41,46,3696.28
"13147","Orange County, NY",36071,2011,2011,"October",10,"36 weeks",36,19,2668.79
"13148","Orange County, NY",36071,2011,2011,"October",10,"37 weeks",37,35,2965.4
"13149","Orange County, NY",36071,2011,2011,"October",10,"38 weeks",38,65,3321.47
"13150","Orange County, NY",36071,2011,2011,"October",10,"39 weeks",39,132,3390.02
"13151","Orange County, NY",36071,2011,2011,"October",10,"40 weeks",40,111,3493.67
"13152","Orange County, NY",36071,2011,2011,"October",10,"41 weeks",41,42,3598.93
"13153","Orange County, NY",36071,2011,2011,"November",11,"35 weeks",35,11,2604.55
"13154","Orange County, NY",36071,2011,2011,"November",11,"37 weeks",37,20,3093.15
"13155","Orange County, NY",36071,2011,2011,"November",11,"38 weeks",38,67,3289.46
"13156","Orange County, NY",36071,2011,2011,"November",11,"39 weeks",39,156,3368.74
"13157","Orange County, NY",36071,2011,2011,"November",11,"40 weeks",40,101,3454.93
"13158","Orange County, NY",36071,2011,2011,"November",11,"41 weeks",41,51,3622.18
"13159","Orange County, NY",36071,2011,2011,"December",12,"36 weeks",36,13,2905.62
"13160","Orange County, NY",36071,2011,2011,"December",12,"37 weeks",37,26,3002.19
"13161","Orange County, NY",36071,2011,2011,"December",12,"38 weeks",38,67,3349.06
"13162","Orange County, NY",36071,2011,2011,"December",12,"39 weeks",39,147,3346.84
"13163","Orange County, NY",36071,2011,2011,"December",12,"40 weeks",40,111,3466.07
"13164","Orange County, NY",36071,2011,2011,"December",12,"41 weeks",41,28,3723.75
"13165","Orange County, NY",36071,2012,2012,"January",1,"37 weeks",37,28,2799.11
"13166","Orange County, NY",36071,2012,2012,"January",1,"38 weeks",38,56,3166.66
"13167","Orange County, NY",36071,2012,2012,"January",1,"39 weeks",39,159,3457.26
"13168","Orange County, NY",36071,2012,2012,"January",1,"40 weeks",40,106,3502.08
"13169","Orange County, NY",36071,2012,2012,"January",1,"41 weeks",41,48,3541.96
"13170","Orange County, NY",36071,2012,2012,"February",2,"37 weeks",37,35,2998.63
"13171","Orange County, NY",36071,2012,2012,"February",2,"38 weeks",38,82,3285.27
"13172","Orange County, NY",36071,2012,2012,"February",2,"39 weeks",39,124,3449.65
"13173","Orange County, NY",36071,2012,2012,"February",2,"40 weeks",40,93,3528.28
"13174","Orange County, NY",36071,2012,2012,"February",2,"41 weeks",41,37,3433.3
"13175","Orange County, NY",36071,2012,2012,"March",3,"34 weeks",34,12,2362.08
"13176","Orange County, NY",36071,2012,2012,"March",3,"36 weeks",36,14,2808.14
"13177","Orange County, NY",36071,2012,2012,"March",3,"37 weeks",37,16,2797.38
"13178","Orange County, NY",36071,2012,2012,"March",3,"38 weeks",38,69,3287.36
"13179","Orange County, NY",36071,2012,2012,"March",3,"39 weeks",39,136,3441.65
"13180","Orange County, NY",36071,2012,2012,"March",3,"40 weeks",40,83,3605.51
"13181","Orange County, NY",36071,2012,2012,"March",3,"41 weeks",41,29,3591.79
"13182","Orange County, NY",36071,2012,2012,"April",4,"37 weeks",37,20,3074
"13183","Orange County, NY",36071,2012,2012,"April",4,"38 weeks",38,59,3220.27
"13184","Orange County, NY",36071,2012,2012,"April",4,"39 weeks",39,149,3394.18
"13185","Orange County, NY",36071,2012,2012,"April",4,"40 weeks",40,107,3459.97
"13186","Orange County, NY",36071,2012,2012,"April",4,"41 weeks",41,28,3742.04
"13187","Orange County, NY",36071,2012,2012,"May",5,"36 weeks",36,25,2870.16
"13188","Orange County, NY",36071,2012,2012,"May",5,"37 weeks",37,27,2961.26
"13189","Orange County, NY",36071,2012,2012,"May",5,"38 weeks",38,67,3299.88
"13190","Orange County, NY",36071,2012,2012,"May",5,"39 weeks",39,175,3433.05
"13191","Orange County, NY",36071,2012,2012,"May",5,"40 weeks",40,104,3552.34
"13192","Orange County, NY",36071,2012,2012,"May",5,"41 weeks",41,39,3678.13
"13193","Orange County, NY",36071,2012,2012,"June",6,"36 weeks",36,10,2825.3
"13194","Orange County, NY",36071,2012,2012,"June",6,"37 weeks",37,18,2772.89
"13195","Orange County, NY",36071,2012,2012,"June",6,"38 weeks",38,43,3133.65
"13196","Orange County, NY",36071,2012,2012,"June",6,"39 weeks",39,151,3401.17
"13197","Orange County, NY",36071,2012,2012,"June",6,"40 weeks",40,113,3469.92
"13198","Orange County, NY",36071,2012,2012,"June",6,"41 weeks",41,37,3636.03
"13199","Orange County, NY",36071,2012,2012,"July",7,"35 weeks",35,14,2692.29
"13200","Orange County, NY",36071,2012,2012,"July",7,"37 weeks",37,37,2952.81
"13201","Orange County, NY",36071,2012,2012,"July",7,"38 weeks",38,58,3140.16
"13202","Orange County, NY",36071,2012,2012,"July",7,"39 weeks",39,169,3391.16
"13203","Orange County, NY",36071,2012,2012,"July",7,"40 weeks",40,102,3565.43
"13204","Orange County, NY",36071,2012,2012,"July",7,"41 weeks",41,37,3663.05
"13205","Orange County, NY",36071,2012,2012,"August",8,"36 weeks",36,12,2818.25
"13206","Orange County, NY",36071,2012,2012,"August",8,"37 weeks",37,30,2938.6
"13207","Orange County, NY",36071,2012,2012,"August",8,"38 weeks",38,87,3208.09
"13208","Orange County, NY",36071,2012,2012,"August",8,"39 weeks",39,179,3406.83
"13209","Orange County, NY",36071,2012,2012,"August",8,"40 weeks",40,106,3508.34
"13210","Orange County, NY",36071,2012,2012,"August",8,"41 weeks",41,35,3680.43
"13211","Orange County, NY",36071,2012,2012,"September",9,"36 weeks",36,13,2911.69
"13212","Orange County, NY",36071,2012,2012,"September",9,"37 weeks",37,18,2939.44
"13213","Orange County, NY",36071,2012,2012,"September",9,"38 weeks",38,43,3134.88
"13214","Orange County, NY",36071,2012,2012,"September",9,"39 weeks",39,136,3410.12
"13215","Orange County, NY",36071,2012,2012,"September",9,"40 weeks",40,85,3493.84
"13216","Orange County, NY",36071,2012,2012,"September",9,"41 weeks",41,37,3711.49
"13217","Orange County, NY",36071,2012,2012,"October",10,"36 weeks",36,17,2912.82
"13218","Orange County, NY",36071,2012,2012,"October",10,"37 weeks",37,22,2885.68
"13219","Orange County, NY",36071,2012,2012,"October",10,"38 weeks",38,67,3162.52
"13220","Orange County, NY",36071,2012,2012,"October",10,"39 weeks",39,163,3367.23
"13221","Orange County, NY",36071,2012,2012,"October",10,"40 weeks",40,96,3539.62
"13222","Orange County, NY",36071,2012,2012,"October",10,"41 weeks",41,40,3624.95
"13223","Orange County, NY",36071,2012,2012,"November",11,"36 weeks",36,15,2770.4
"13224","Orange County, NY",36071,2012,2012,"November",11,"37 weeks",37,15,2623.27
"13225","Orange County, NY",36071,2012,2012,"November",11,"38 weeks",38,50,3199.16
"13226","Orange County, NY",36071,2012,2012,"November",11,"39 weeks",39,175,3364.77
"13227","Orange County, NY",36071,2012,2012,"November",11,"40 weeks",40,84,3514.85
"13228","Orange County, NY",36071,2012,2012,"November",11,"41 weeks",41,41,3608.76
"13229","Orange County, NY",36071,2012,2012,"December",12,"37 weeks",37,18,3065.83
"13230","Orange County, NY",36071,2012,2012,"December",12,"38 weeks",38,53,3234.23
"13231","Orange County, NY",36071,2012,2012,"December",12,"39 weeks",39,182,3387.79
"13232","Orange County, NY",36071,2012,2012,"December",12,"40 weeks",40,88,3436.58
"13233","Orange County, NY",36071,2012,2012,"December",12,"41 weeks",41,27,3706
"13234","Orange County, NY",36071,2013,2013,"January",1,"36 weeks",36,10,2706.4
"13235","Orange County, NY",36071,2013,2013,"January",1,"37 weeks",37,25,3023.36
"13236","Orange County, NY",36071,2013,2013,"January",1,"38 weeks",38,70,3145.8
"13237","Orange County, NY",36071,2013,2013,"January",1,"39 weeks",39,195,3373.32
"13238","Orange County, NY",36071,2013,2013,"January",1,"40 weeks",40,82,3505.41
"13239","Orange County, NY",36071,2013,2013,"January",1,"41 weeks",41,36,3709.69
"13240","Orange County, NY",36071,2013,2013,"February",2,"36 weeks",36,18,2624.61
"13241","Orange County, NY",36071,2013,2013,"February",2,"37 weeks",37,24,2802.04
"13242","Orange County, NY",36071,2013,2013,"February",2,"38 weeks",38,62,3193.55
"13243","Orange County, NY",36071,2013,2013,"February",2,"39 weeks",39,179,3411.99
"13244","Orange County, NY",36071,2013,2013,"February",2,"40 weeks",40,76,3523.38
"13245","Orange County, NY",36071,2013,2013,"February",2,"41 weeks",41,28,3784.79
"13246","Orange County, NY",36071,2013,2013,"March",3,"37 weeks",37,24,2898.29
"13247","Orange County, NY",36071,2013,2013,"March",3,"38 weeks",38,54,3234.11
"13248","Orange County, NY",36071,2013,2013,"March",3,"39 weeks",39,158,3434.75
"13249","Orange County, NY",36071,2013,2013,"March",3,"40 weeks",40,72,3515.07
"13250","Orange County, NY",36071,2013,2013,"March",3,"41 weeks",41,25,3634.28
"13251","Orange County, NY",36071,2013,2013,"April",4,"35 weeks",35,11,2535.91
"13252","Orange County, NY",36071,2013,2013,"April",4,"37 weeks",37,20,3023.25
"13253","Orange County, NY",36071,2013,2013,"April",4,"38 weeks",38,63,3225.03
"13254","Orange County, NY",36071,2013,2013,"April",4,"39 weeks",39,158,3377.53
"13255","Orange County, NY",36071,2013,2013,"April",4,"40 weeks",40,91,3541.04
"13256","Orange County, NY",36071,2013,2013,"April",4,"41 weeks",41,46,3594.46
"13257","Orange County, NY",36071,2013,2013,"May",5,"35 weeks",35,10,2433.7
"13258","Orange County, NY",36071,2013,2013,"May",5,"37 weeks",37,23,3016.09
"13259","Orange County, NY",36071,2013,2013,"May",5,"38 weeks",38,66,3054.56
"13260","Orange County, NY",36071,2013,2013,"May",5,"39 weeks",39,128,3450.65
"13261","Orange County, NY",36071,2013,2013,"May",5,"40 weeks",40,92,3615.63
"13262","Orange County, NY",36071,2013,2013,"May",5,"41 weeks",41,27,3644.56
"13263","Orange County, NY",36071,2013,2013,"June",6,"36 weeks",36,12,2799.82
"13264","Orange County, NY",36071,2013,2013,"June",6,"37 weeks",37,19,3184.47
"13265","Orange County, NY",36071,2013,2013,"June",6,"38 weeks",38,61,3133.51
"13266","Orange County, NY",36071,2013,2013,"June",6,"39 weeks",39,159,3445.13
"13267","Orange County, NY",36071,2013,2013,"June",6,"40 weeks",40,84,3504.01
"13268","Orange County, NY",36071,2013,2013,"June",6,"41 weeks",41,33,3593.55
"13269","Orange County, NY",36071,2013,2013,"July",7,"36 weeks",36,12,2870.42
"13270","Orange County, NY",36071,2013,2013,"July",7,"37 weeks",37,27,2858.33
"13271","Orange County, NY",36071,2013,2013,"July",7,"38 weeks",38,63,3158.65
"13272","Orange County, NY",36071,2013,2013,"July",7,"39 weeks",39,159,3501.82
"13273","Orange County, NY",36071,2013,2013,"July",7,"40 weeks",40,107,3564.42
"13274","Orange County, NY",36071,2013,2013,"July",7,"41 weeks",41,45,3564.27
"13275","Orange County, NY",36071,2013,2013,"August",8,"36 weeks",36,13,2857.46
"13276","Orange County, NY",36071,2013,2013,"August",8,"37 weeks",37,21,3219.76
"13277","Orange County, NY",36071,2013,2013,"August",8,"38 weeks",38,50,3104.84
"13278","Orange County, NY",36071,2013,2013,"August",8,"39 weeks",39,193,3402.84
"13279","Orange County, NY",36071,2013,2013,"August",8,"40 weeks",40,99,3511.15
"13280","Orange County, NY",36071,2013,2013,"August",8,"41 weeks",41,37,3706.41
"13281","Orange County, NY",36071,2013,2013,"September",9,"37 weeks",37,18,2917.22
"13282","Orange County, NY",36071,2013,2013,"September",9,"38 weeks",38,38,3188.76
"13283","Orange County, NY",36071,2013,2013,"September",9,"39 weeks",39,194,3404.2
"13284","Orange County, NY",36071,2013,2013,"September",9,"40 weeks",40,94,3481.69
"13285","Orange County, NY",36071,2013,2013,"September",9,"41 weeks",41,39,3659.64
"13286","Orange County, NY",36071,2013,2013,"October",10,"35 weeks",35,13,2306.08
"13287","Orange County, NY",36071,2013,2013,"October",10,"36 weeks",36,17,2596.59
"13288","Orange County, NY",36071,2013,2013,"October",10,"37 weeks",37,24,3020.21
"13289","Orange County, NY",36071,2013,2013,"October",10,"38 weeks",38,44,3167
"13290","Orange County, NY",36071,2013,2013,"October",10,"39 weeks",39,174,3398.48
"13291","Orange County, NY",36071,2013,2013,"October",10,"40 weeks",40,99,3498.13
"13292","Orange County, NY",36071,2013,2013,"October",10,"41 weeks",41,49,3602.51
"13293","Orange County, NY",36071,2013,2013,"November",11,"37 weeks",37,27,2980.56
"13294","Orange County, NY",36071,2013,2013,"November",11,"38 weeks",38,52,3235.37
"13295","Orange County, NY",36071,2013,2013,"November",11,"39 weeks",39,167,3465.4
"13296","Orange County, NY",36071,2013,2013,"November",11,"40 weeks",40,83,3581.75
"13297","Orange County, NY",36071,2013,2013,"November",11,"41 weeks",41,34,3714.62
"13298","Orange County, NY",36071,2013,2013,"December",12,"37 weeks",37,25,3010.28
"13299","Orange County, NY",36071,2013,2013,"December",12,"38 weeks",38,49,3179.08
"13300","Orange County, NY",36071,2013,2013,"December",12,"39 weeks",39,178,3444.34
"13301","Orange County, NY",36071,2013,2013,"December",12,"40 weeks",40,112,3529.44
"13302","Orange County, NY",36071,2013,2013,"December",12,"41 weeks",41,40,3564.7
"13303","Orange County, NY",36071,2014,2014,"January",1,"36 weeks",36,11,2688.27
"13304","Orange County, NY",36071,2014,2014,"January",1,"37 weeks",37,22,3101.23
"13305","Orange County, NY",36071,2014,2014,"January",1,"38 weeks",38,33,3256.55
"13306","Orange County, NY",36071,2014,2014,"January",1,"39 weeks",39,162,3357.94
"13307","Orange County, NY",36071,2014,2014,"January",1,"40 weeks",40,103,3550.25
"13308","Orange County, NY",36071,2014,2014,"January",1,"41 weeks",41,40,3598.7
"13309","Orange County, NY",36071,2014,2014,"February",2,"37 weeks",37,20,3121.85
"13310","Orange County, NY",36071,2014,2014,"February",2,"38 weeks",38,47,3184.72
"13311","Orange County, NY",36071,2014,2014,"February",2,"39 weeks",39,141,3433.3
"13312","Orange County, NY",36071,2014,2014,"February",2,"40 weeks",40,85,3603.54
"13313","Orange County, NY",36071,2014,2014,"February",2,"41 weeks",41,29,3618.48
"13314","Orange County, NY",36071,2014,2014,"March",3,"36 weeks",36,23,2714.7
"13315","Orange County, NY",36071,2014,2014,"March",3,"37 weeks",37,33,2896.42
"13316","Orange County, NY",36071,2014,2014,"March",3,"38 weeks",38,47,3235.51
"13317","Orange County, NY",36071,2014,2014,"March",3,"39 weeks",39,171,3421.35
"13318","Orange County, NY",36071,2014,2014,"March",3,"40 weeks",40,84,3508.55
"13319","Orange County, NY",36071,2014,2014,"March",3,"41 weeks",41,54,3631.8
"13320","Orange County, NY",36071,2014,2014,"April",4,"36 weeks",36,10,2892.3
"13321","Orange County, NY",36071,2014,2014,"April",4,"37 weeks",37,21,2886.19
"13322","Orange County, NY",36071,2014,2014,"April",4,"38 weeks",38,48,3236.98
"13323","Orange County, NY",36071,2014,2014,"April",4,"39 weeks",39,150,3452.49
"13324","Orange County, NY",36071,2014,2014,"April",4,"40 weeks",40,102,3562.55
"13325","Orange County, NY",36071,2014,2014,"April",4,"41 weeks",41,43,3560.02
"13326","Orange County, NY",36071,2014,2014,"May",5,"36 weeks",36,22,2911.91
"13327","Orange County, NY",36071,2014,2014,"May",5,"37 weeks",37,29,2967.03
"13328","Orange County, NY",36071,2014,2014,"May",5,"38 weeks",38,58,3325.1
"13329","Orange County, NY",36071,2014,2014,"May",5,"39 weeks",39,120,3460.2
"13330","Orange County, NY",36071,2014,2014,"May",5,"40 weeks",40,113,3573.14
"13331","Orange County, NY",36071,2014,2014,"May",5,"41 weeks",41,32,3590.28
"13332","Orange County, NY",36071,2014,2014,"June",6,"36 weeks",36,10,2792.9
"13333","Orange County, NY",36071,2014,2014,"June",6,"37 weeks",37,20,3064.15
"13334","Orange County, NY",36071,2014,2014,"June",6,"38 weeks",38,55,3211.87
"13335","Orange County, NY",36071,2014,2014,"June",6,"39 weeks",39,128,3390.7
"13336","Orange County, NY",36071,2014,2014,"June",6,"40 weeks",40,118,3554.61
"13337","Orange County, NY",36071,2014,2014,"June",6,"41 weeks",41,34,3702.18
"13338","Orange County, NY",36071,2014,2014,"July",7,"35 weeks",35,15,2342.87
"13339","Orange County, NY",36071,2014,2014,"July",7,"36 weeks",36,13,2804.08
"13340","Orange County, NY",36071,2014,2014,"July",7,"37 weeks",37,26,3108.12
"13341","Orange County, NY",36071,2014,2014,"July",7,"38 weeks",38,70,3219.14
"13342","Orange County, NY",36071,2014,2014,"July",7,"39 weeks",39,134,3405.63
"13343","Orange County, NY",36071,2014,2014,"July",7,"40 weeks",40,126,3533.9
"13344","Orange County, NY",36071,2014,2014,"July",7,"41 weeks",41,43,3648.02
"13345","Orange County, NY",36071,2014,2014,"August",8,"36 weeks",36,20,2643.55
"13346","Orange County, NY",36071,2014,2014,"August",8,"37 weeks",37,30,2847.6
"13347","Orange County, NY",36071,2014,2014,"August",8,"38 weeks",38,74,3308.12
"13348","Orange County, NY",36071,2014,2014,"August",8,"39 weeks",39,163,3327.25
"13349","Orange County, NY",36071,2014,2014,"August",8,"40 weeks",40,131,3472.63
"13350","Orange County, NY",36071,2014,2014,"August",8,"41 weeks",41,46,3697.35
"13351","Orange County, NY",36071,2014,2014,"September",9,"36 weeks",36,12,2985.75
"13352","Orange County, NY",36071,2014,2014,"September",9,"37 weeks",37,18,3123.28
"13353","Orange County, NY",36071,2014,2014,"September",9,"38 weeks",38,62,3196.27
"13354","Orange County, NY",36071,2014,2014,"September",9,"39 weeks",39,151,3379.89
"13355","Orange County, NY",36071,2014,2014,"September",9,"40 weeks",40,123,3488.36
"13356","Orange County, NY",36071,2014,2014,"September",9,"41 weeks",41,29,3669.04
"13357","Orange County, NY",36071,2014,2014,"October",10,"36 weeks",36,11,2707
"13358","Orange County, NY",36071,2014,2014,"October",10,"37 weeks",37,28,3023.64
"13359","Orange County, NY",36071,2014,2014,"October",10,"38 weeks",38,76,3239.91
"13360","Orange County, NY",36071,2014,2014,"October",10,"39 weeks",39,145,3511.8
"13361","Orange County, NY",36071,2014,2014,"October",10,"40 weeks",40,104,3562.03
"13362","Orange County, NY",36071,2014,2014,"October",10,"41 weeks",41,35,3558.86
"13363","Orange County, NY",36071,2014,2014,"November",11,"36 weeks",36,15,2758.27
"13364","Orange County, NY",36071,2014,2014,"November",11,"37 weeks",37,19,3202.37
"13365","Orange County, NY",36071,2014,2014,"November",11,"38 weeks",38,56,3272.64
"13366","Orange County, NY",36071,2014,2014,"November",11,"39 weeks",39,121,3387.72
"13367","Orange County, NY",36071,2014,2014,"November",11,"40 weeks",40,93,3532.55
"13368","Orange County, NY",36071,2014,2014,"November",11,"41 weeks",41,42,3635.81
"13369","Orange County, NY",36071,2014,2014,"December",12,"36 weeks",36,11,2631.18
"13370","Orange County, NY",36071,2014,2014,"December",12,"37 weeks",37,30,2920.37
"13371","Orange County, NY",36071,2014,2014,"December",12,"38 weeks",38,62,3215.52
"13372","Orange County, NY",36071,2014,2014,"December",12,"39 weeks",39,137,3347.16
"13373","Orange County, NY",36071,2014,2014,"December",12,"40 weeks",40,102,3515.57
"13374","Orange County, NY",36071,2014,2014,"December",12,"41 weeks",41,41,3526.34
"13375","Orange County, NY",36071,2015,2015,"January",1,"36 weeks",36,14,2815.57
"13376","Orange County, NY",36071,2015,2015,"January",1,"37 weeks",37,26,3053.85
"13377","Orange County, NY",36071,2015,2015,"January",1,"38 weeks",38,53,3215.06
"13378","Orange County, NY",36071,2015,2015,"January",1,"39 weeks",39,131,3429.38
"13379","Orange County, NY",36071,2015,2015,"January",1,"40 weeks",40,119,3450.46
"13380","Orange County, NY",36071,2015,2015,"January",1,"41 weeks",41,35,3754.06
"13381","Orange County, NY",36071,2015,2015,"February",2,"37 weeks",37,30,2933.4
"13382","Orange County, NY",36071,2015,2015,"February",2,"38 weeks",38,44,3326.66
"13383","Orange County, NY",36071,2015,2015,"February",2,"39 weeks",39,132,3490.12
"13384","Orange County, NY",36071,2015,2015,"February",2,"40 weeks",40,118,3475.39
"13385","Orange County, NY",36071,2015,2015,"February",2,"41 weeks",41,30,3472.5
"13386","Orange County, NY",36071,2015,2015,"March",3,"36 weeks",36,13,2756.38
"13387","Orange County, NY",36071,2015,2015,"March",3,"37 weeks",37,38,3027.47
"13388","Orange County, NY",36071,2015,2015,"March",3,"38 weeks",38,60,3129.08
"13389","Orange County, NY",36071,2015,2015,"March",3,"39 weeks",39,134,3411.57
"13390","Orange County, NY",36071,2015,2015,"March",3,"40 weeks",40,126,3481.18
"13391","Orange County, NY",36071,2015,2015,"March",3,"41 weeks",41,43,3526.98
"13392","Orange County, NY",36071,2015,2015,"April",4,"36 weeks",36,15,2821
"13393","Orange County, NY",36071,2015,2015,"April",4,"37 weeks",37,22,3047.77
"13394","Orange County, NY",36071,2015,2015,"April",4,"38 weeks",38,57,3201.44
"13395","Orange County, NY",36071,2015,2015,"April",4,"39 weeks",39,106,3492.17
"13396","Orange County, NY",36071,2015,2015,"April",4,"40 weeks",40,106,3478.97
"13397","Orange County, NY",36071,2015,2015,"April",4,"41 weeks",41,39,3651.38
"13398","Orange County, NY",36071,2015,2015,"May",5,"36 weeks",36,12,2744.5
"13399","Orange County, NY",36071,2015,2015,"May",5,"37 weeks",37,30,3060.7
"13400","Orange County, NY",36071,2015,2015,"May",5,"38 weeks",38,66,3275.55
"13401","Orange County, NY",36071,2015,2015,"May",5,"39 weeks",39,106,3459.37
"13402","Orange County, NY",36071,2015,2015,"May",5,"40 weeks",40,129,3537.66
"13403","Orange County, NY",36071,2015,2015,"May",5,"41 weeks",41,42,3628.19
"13404","Orange County, NY",36071,2015,2015,"June",6,"37 weeks",37,19,2828.79
"13405","Orange County, NY",36071,2015,2015,"June",6,"38 weeks",38,52,3188.69
"13406","Orange County, NY",36071,2015,2015,"June",6,"39 weeks",39,139,3446.18
"13407","Orange County, NY",36071,2015,2015,"June",6,"40 weeks",40,114,3532.95
"13408","Orange County, NY",36071,2015,2015,"June",6,"41 weeks",41,40,3562.28
"13409","Orange County, NY",36071,2015,2015,"July",7,"37 weeks",37,23,2853.52
"13410","Orange County, NY",36071,2015,2015,"July",7,"38 weeks",38,51,3330.27
"13411","Orange County, NY",36071,2015,2015,"July",7,"39 weeks",39,140,3397.06
"13412","Orange County, NY",36071,2015,2015,"July",7,"40 weeks",40,128,3505.26
"13413","Orange County, NY",36071,2015,2015,"July",7,"41 weeks",41,43,3575.26
"13414","Orange County, NY",36071,2015,2015,"August",8,"36 weeks",36,16,2760.56
"13415","Orange County, NY",36071,2015,2015,"August",8,"37 weeks",37,29,2997.41
"13416","Orange County, NY",36071,2015,2015,"August",8,"38 weeks",38,53,3144.4
"13417","Orange County, NY",36071,2015,2015,"August",8,"39 weeks",39,156,3561.96
"13418","Orange County, NY",36071,2015,2015,"August",8,"40 weeks",40,128,3503.91
"13419","Orange County, NY",36071,2015,2015,"August",8,"41 weeks",41,42,3677.07
"13420","Orange County, NY",36071,2015,2015,"September",9,"37 weeks",37,39,2860.08
"13421","Orange County, NY",36071,2015,2015,"September",9,"38 weeks",38,64,3218.72
"13422","Orange County, NY",36071,2015,2015,"September",9,"39 weeks",39,132,3433.47
"13423","Orange County, NY",36071,2015,2015,"September",9,"40 weeks",40,133,3517.01
"13424","Orange County, NY",36071,2015,2015,"September",9,"41 weeks",41,33,3565.24
"13425","Orange County, NY",36071,2015,2015,"October",10,"36 weeks",36,17,2788.59
"13426","Orange County, NY",36071,2015,2015,"October",10,"37 weeks",37,27,2910.07
