"","county","county_code","year","year_code","month","month_code","births","average_birth_weight","average_age_of_mother","average_lmp_gestational_age","average_oe_gestational_age","county_ym"
"1","Albany",36001,2007,2007,"January",1,280,3241.24,28.46,38.96,38.78,"Albany-2007-1"
"2","Albany",36001,2007,2007,"February",2,208,3294.79,28.86,38.56,38.41,"Albany-2007-2"
"3","Albany",36001,2007,2007,"March",3,287,3306.39,29.15,38.68,38.5,"Albany-2007-3"
"4","Albany",36001,2007,2007,"April",4,267,3320.58,29.18,38.73,38.61,"Albany-2007-4"
"5","Albany",36001,2007,2007,"May",5,268,3308.75,28.64,38.74,38.54,"Albany-2007-5"
"6","Albany",36001,2007,2007,"June",6,262,3216.34,29.09,38.37,38.36,"Albany-2007-6"
"7","Albany",36001,2007,2007,"July",7,288,3377.74,28.3,38.92,38.86,"Albany-2007-7"
"8","Albany",36001,2007,2007,"August",8,278,3301.79,28.8,38.58,38.59,"Albany-2007-8"
"9","Albany",36001,2007,2007,"September",9,272,3240.44,28.35,38.77,38.56,"Albany-2007-9"
"10","Albany",36001,2007,2007,"October",10,255,3333.96,29.21,38.91,38.82,"Albany-2007-10"
"11","Albany",36001,2007,2007,"November",11,242,3256.23,28.7,38.64,38.56,"Albany-2007-11"
"12","Albany",36001,2007,2007,"December",12,254,3334.74,28.32,38.62,38.37,"Albany-2007-12"
"13","Albany",36001,2008,2008,"January",1,249,3208.8,28.26,38.3,37.99,"Albany-2008-1"
"14","Albany",36001,2008,2008,"February",2,225,3304.45,28.94,38.88,38.67,"Albany-2008-2"
"15","Albany",36001,2008,2008,"March",3,251,3295.21,28.76,38.66,38.49,"Albany-2008-3"
"16","Albany",36001,2008,2008,"April",4,275,3371.78,29.51,38.85,38.6,"Albany-2008-4"
"17","Albany",36001,2008,2008,"May",5,251,3282.76,29,38.74,38.53,"Albany-2008-5"
"18","Albany",36001,2008,2008,"June",6,239,3268.65,29.16,38.63,38.5,"Albany-2008-6"
"19","Albany",36001,2008,2008,"July",7,264,3347.55,29.09,38.78,38.72,"Albany-2008-7"
"20","Albany",36001,2008,2008,"August",8,283,3286.62,28.76,38.7,38.5,"Albany-2008-8"
"21","Albany",36001,2008,2008,"September",9,287,3288.16,28.51,38.77,38.65,"Albany-2008-9"
"22","Albany",36001,2008,2008,"October",10,288,3238.38,28.5,38.8,38.53,"Albany-2008-10"
"23","Albany",36001,2008,2008,"November",11,223,3250.08,28.72,38.27,38.15,"Albany-2008-11"
"24","Albany",36001,2008,2008,"December",12,250,3409.34,29.01,38.96,38.81,"Albany-2008-12"
"25","Albany",36001,2009,2009,"January",1,270,3252.82,28.29,38.41,38.29,"Albany-2009-1"
"26","Albany",36001,2009,2009,"February",2,261,3333.81,28.93,39.01,38.81,"Albany-2009-2"
"27","Albany",36001,2009,2009,"March",3,276,3314.07,28.53,38.54,38.46,"Albany-2009-3"
"28","Albany",36001,2009,2009,"April",4,253,3354.62,28.85,38.96,38.9,"Albany-2009-4"
"29","Albany",36001,2009,2009,"May",5,289,3349.61,28.99,38.84,38.84,"Albany-2009-5"
"30","Albany",36001,2009,2009,"June",6,263,3306.98,27.52,38.44,38.4,"Albany-2009-6"
"31","Albany",36001,2009,2009,"July",7,280,3250.57,28.67,38.49,38.4,"Albany-2009-7"
"32","Albany",36001,2009,2009,"August",8,251,3209.22,28.62,38.39,38.26,"Albany-2009-8"
"33","Albany",36001,2009,2009,"September",9,265,3308.3,28.46,38.83,38.6,"Albany-2009-9"
"34","Albany",36001,2009,2009,"October",10,229,3319.98,28.59,38.67,38.54,"Albany-2009-10"
"35","Albany",36001,2009,2009,"November",11,231,3239.06,28.85,38.8,38.57,"Albany-2009-11"
"36","Albany",36001,2009,2009,"December",12,253,3362.17,28.86,38.88,38.81,"Albany-2009-12"
"37","Albany",36001,2010,2010,"January",1,242,3289.73,29.06,38.83,38.57,"Albany-2010-1"
"38","Albany",36001,2010,2010,"February",2,239,3312.33,28.19,38.85,38.62,"Albany-2010-2"
"39","Albany",36001,2010,2010,"March",3,260,3283.48,29.22,38.52,38.42,"Albany-2010-3"
"40","Albany",36001,2010,2010,"April",4,258,3346.38,29.34,39.02,38.84,"Albany-2010-4"
"41","Albany",36001,2010,2010,"May",5,247,3311.11,29.4,38.61,38.62,"Albany-2010-5"
"42","Albany",36001,2010,2010,"June",6,266,3356.81,28.7,38.83,38.77,"Albany-2010-6"
"43","Albany",36001,2010,2010,"July",7,267,3342.36,28.9,38.86,38.81,"Albany-2010-7"
"44","Albany",36001,2010,2010,"August",8,238,3328.13,28.8,39.08,38.74,"Albany-2010-8"
"45","Albany",36001,2010,2010,"September",9,268,3287.44,29.37,38.71,38.52,"Albany-2010-9"
"46","Albany",36001,2010,2010,"October",10,256,3266.38,29.19,38.38,38.52,"Albany-2010-10"
"47","Albany",36001,2010,2010,"November",11,228,3325.39,29.18,38.67,38.62,"Albany-2010-11"
"48","Albany",36001,2010,2010,"December",12,263,3311.44,28.8,38.89,38.67,"Albany-2010-12"
"49","Albany",36001,2011,2011,"January",1,252,3309.62,28.74,38.97,38.83,"Albany-2011-1"
"50","Albany",36001,2011,2011,"February",2,252,3306.72,28.99,38.75,38.62,"Albany-2011-2"
"51","Albany",36001,2011,2011,"March",3,258,3248.21,29.27,38.27,38.19,"Albany-2011-3"
"52","Albany",36001,2011,2011,"April",4,232,3315.13,28.86,38.57,38.53,"Albany-2011-4"
"53","Albany",36001,2011,2011,"May",5,244,3313.16,29.19,38.61,38.54,"Albany-2011-5"
"54","Albany",36001,2011,2011,"June",6,270,3373.24,28.98,38.83,38.71,"Albany-2011-6"
"55","Albany",36001,2011,2011,"July",7,267,3266.6,28.6,38.63,38.65,"Albany-2011-7"
"56","Albany",36001,2011,2011,"August",8,251,3348.2,28.82,38.74,38.81,"Albany-2011-8"
"57","Albany",36001,2011,2011,"September",9,275,3167.11,29.04,38.11,37.96,"Albany-2011-9"
"58","Albany",36001,2011,2011,"October",10,253,3259.41,29.17,38.71,38.62,"Albany-2011-10"
"59","Albany",36001,2011,2011,"November",11,259,3273.31,28.67,38.58,38.54,"Albany-2011-11"
"60","Albany",36001,2011,2011,"December",12,263,3310.11,28.98,38.67,38.6,"Albany-2011-12"
"61","Albany",36001,2012,2012,"January",1,269,3296.95,28.33,38.87,38.56,"Albany-2012-1"
"62","Albany",36001,2012,2012,"February",2,228,3280.9,28.17,38.65,38.44,"Albany-2012-2"
"63","Albany",36001,2012,2012,"March",3,240,3217.98,29.27,38.21,38.12,"Albany-2012-3"
"64","Albany",36001,2012,2012,"April",4,247,3262.06,28.69,38.57,38.28,"Albany-2012-4"
"65","Albany",36001,2012,2012,"May",5,269,3258.35,28.87,38.53,38.38,"Albany-2012-5"
"66","Albany",36001,2012,2012,"June",6,236,3336.24,29.62,38.79,38.69,"Albany-2012-6"
"67","Albany",36001,2012,2012,"July",7,272,3281.4,28.95,38.54,38.45,"Albany-2012-7"
"68","Albany",36001,2012,2012,"August",8,309,3288.15,29.33,38.64,38.55,"Albany-2012-8"
"69","Albany",36001,2012,2012,"September",9,263,3305.2,28.62,39.02,38.83,"Albany-2012-9"
"70","Albany",36001,2012,2012,"October",10,269,3327.88,29.42,38.82,38.59,"Albany-2012-10"
"71","Albany",36001,2012,2012,"November",11,241,3305.59,28.66,38.9,38.82,"Albany-2012-11"
"72","Albany",36001,2012,2012,"December",12,244,3355.24,29.97,38.89,38.78,"Albany-2012-12"
"73","Albany",36001,2013,2013,"January",1,251,3233.53,29.06,38.33,38.19,"Albany-2013-1"
"74","Albany",36001,2013,2013,"February",2,223,3306.26,28.72,38.71,38.45,"Albany-2013-2"
"75","Albany",36001,2013,2013,"March",3,272,3210.89,29.09,38.42,38.45,"Albany-2013-3"
"76","Albany",36001,2013,2013,"April",4,243,3280.65,28.67,38.71,38.48,"Albany-2013-4"
"77","Albany",36001,2013,2013,"May",5,269,3269.15,29.18,38.52,38.53,"Albany-2013-5"
"78","Albany",36001,2013,2013,"June",6,265,3398.66,29.66,38.94,38.91,"Albany-2013-6"
"79","Albany",36001,2013,2013,"July",7,289,3310.43,29.94,38.66,38.6,"Albany-2013-7"
"80","Albany",36001,2013,2013,"August",8,261,3240.44,29.23,38.41,38.42,"Albany-2013-8"
"81","Albany",36001,2013,2013,"September",9,248,3321.12,29.39,38.94,38.83,"Albany-2013-9"
"82","Albany",36001,2013,2013,"October",10,263,3251.64,29.05,38.57,38.63,"Albany-2013-10"
"83","Albany",36001,2013,2013,"November",11,246,3354.97,30.09,38.52,38.53,"Albany-2013-11"
"84","Albany",36001,2013,2013,"December",12,255,3265.85,29.05,38.68,38.48,"Albany-2013-12"
"85","Albany",36001,2014,2014,"January",1,273,3312.23,29.2,38.85,38.81,"Albany-2014-1"
"86","Albany",36001,2014,2014,"February",2,235,3274.45,29.15,38.6,38.43,"Albany-2014-2"
"87","Albany",36001,2014,2014,"March",3,279,3285.48,29.3,38.66,38.68,"Albany-2014-3"
"88","Albany",36001,2014,2014,"April",4,221,3340.31,29.87,38.58,38.62,"Albany-2014-4"
"89","Albany",36001,2014,2014,"May",5,275,3295.38,29.92,38.57,38.46,"Albany-2014-5"
"90","Albany",36001,2014,2014,"June",6,254,3284.41,29.44,38.76,38.78,"Albany-2014-6"
"91","Albany",36001,2014,2014,"July",7,279,3354.57,29.54,38.85,38.83,"Albany-2014-7"
"92","Albany",36001,2014,2014,"August",8,264,3323.8,28.79,38.71,38.72,"Albany-2014-8"
"93","Albany",36001,2014,2014,"September",9,265,3411.32,29.74,39.17,39.05,"Albany-2014-9"
"94","Albany",36001,2014,2014,"October",10,245,3354.52,30.31,38.88,38.86,"Albany-2014-10"
"95","Albany",36001,2014,2014,"November",11,263,3271.71,29.15,38.67,38.51,"Albany-2014-11"
"96","Albany",36001,2014,2014,"December",12,256,3253.41,29.82,38.55,38.41,"Albany-2014-12"
"97","Albany",36001,2015,2015,"January",1,270,3293.69,29.34,38.78,38.74,"Albany-2015-1"
"98","Albany",36001,2015,2015,"February",2,233,3316.83,29.14,39.07,38.81,"Albany-2015-2"
"99","Albany",36001,2015,2015,"March",3,238,3277.19,29.17,38.81,38.82,"Albany-2015-3"
"100","Albany",36001,2015,2015,"April",4,243,3351.12,30.32,38.85,38.81,"Albany-2015-4"
"101","Albany",36001,2015,2015,"May",5,264,3323.27,29.77,38.8,38.7,"Albany-2015-5"
"102","Albany",36001,2015,2015,"June",6,278,3270.37,29.7,38.74,38.62,"Albany-2015-6"
"103","Albany",36001,2015,2015,"July",7,272,3313.38,30.25,38.63,38.6,"Albany-2015-7"
"104","Albany",36001,2015,2015,"August",8,280,3293.33,29.94,38.89,38.67,"Albany-2015-8"
"105","Albany",36001,2015,2015,"September",9,274,3380.43,29.57,39.14,38.96,"Albany-2015-9"
"106","Albany",36001,2015,2015,"October",10,229,3320.68,29.8,38.94,38.84,"Albany-2015-10"
"107","Albany",36001,2015,2015,"November",11,257,3329.47,30.05,38.74,38.68,"Albany-2015-11"
"108","Albany",36001,2015,2015,"December",12,257,3320.84,29.66,38.92,38.83,"Albany-2015-12"
"109","Albany",36001,2016,2016,"January",1,267,3292.65,29.46,38.85,38.71,"Albany-2016-1"
"110","Albany",36001,2016,2016,"February",2,228,3273.58,29.54,38.76,38.73,"Albany-2016-2"
"111","Albany",36001,2016,2016,"March",3,278,3301.65,30.12,38.51,38.37,"Albany-2016-3"
"112","Albany",36001,2016,2016,"April",4,261,3255.34,30.43,38.77,38.55,"Albany-2016-4"
"113","Albany",36001,2016,2016,"May",5,250,3386.95,29.89,38.68,38.71,"Albany-2016-5"
"114","Albany",36001,2016,2016,"June",6,260,3302.05,29.58,38.33,38.3,"Albany-2016-6"
"115","Albany",36001,2016,2016,"July",7,280,3328.35,29.85,38.94,38.79,"Albany-2016-7"
"116","Albany",36001,2016,2016,"August",8,278,3356.92,29.65,38.99,38.88,"Albany-2016-8"
"117","Albany",36001,2016,2016,"September",9,247,3300.01,30.03,38.76,38.77,"Albany-2016-9"
"118","Albany",36001,2016,2016,"October",10,213,3354.89,29.68,38.72,38.61,"Albany-2016-10"
"119","Albany",36001,2016,2016,"November",11,250,3334.14,29.99,38.9,38.83,"Albany-2016-11"
"120","Albany",36001,2016,2016,"December",12,233,3236.7,30.41,38.6,38.49,"Albany-2016-12"
"121","Albany",36001,2017,2017,"January",1,250,3321.08,30.01,38.86,38.65,"Albany-2017-1"
"122","Albany",36001,2017,2017,"February",2,235,3264.14,30.13,38.61,38.42,"Albany-2017-2"
"123","Albany",36001,2017,2017,"March",3,273,3290.37,29.84,38.48,38.53,"Albany-2017-3"
"124","Albany",36001,2017,2017,"April",4,246,3327.11,29.85,38.8,38.83,"Albany-2017-4"
"125","Albany",36001,2017,2017,"May",5,251,3260.28,29.79,38.7,38.71,"Albany-2017-5"
"126","Albany",36001,2017,2017,"June",6,297,3265.4,30.12,38.5,38.51,"Albany-2017-6"
"127","Albany",36001,2017,2017,"July",7,256,3206.95,29.81,38.42,38.4,"Albany-2017-7"
"128","Albany",36001,2017,2017,"August",8,271,3362.83,30.52,38.89,38.9,"Albany-2017-8"
"129","Albany",36001,2017,2017,"September",9,237,3264.94,29.41,38.84,38.65,"Albany-2017-9"
"130","Albany",36001,2017,2017,"October",10,284,3339.52,30.5,38.56,38.68,"Albany-2017-10"
"131","Albany",36001,2017,2017,"November",11,226,3248.77,30.07,38.51,38.45,"Albany-2017-11"
"132","Albany",36001,2017,2017,"December",12,257,3269.14,29.91,38.77,38.6,"Albany-2017-12"
"133","Bronx",36005,2007,2007,"January",1,1945,3191.38,27.03,38.59,38.67,"Bronx-2007-1"
"134","Bronx",36005,2007,2007,"February",2,1703,3197.91,27.13,38.63,38.61,"Bronx-2007-2"
"135","Bronx",36005,2007,2007,"March",3,1956,3204.66,27.03,38.66,38.61,"Bronx-2007-3"
"136","Bronx",36005,2007,2007,"April",4,1740,3184.79,27.31,38.65,38.6,"Bronx-2007-4"
"137","Bronx",36005,2007,2007,"May",5,1852,3198.89,27.14,38.54,38.57,"Bronx-2007-5"
"138","Bronx",36005,2007,2007,"June",6,1961,3177.05,27.18,38.51,38.62,"Bronx-2007-6"
"139","Bronx",36005,2007,2007,"July",7,1995,3185.07,27.35,38.6,38.62,"Bronx-2007-7"
"140","Bronx",36005,2007,2007,"August",8,2065,3199.93,27.47,38.53,38.57,"Bronx-2007-8"
"141","Bronx",36005,2007,2007,"September",9,1987,3183.4,27.27,38.58,38.59,"Bronx-2007-9"
"142","Bronx",36005,2007,2007,"October",10,1967,3197.31,27.43,38.56,38.61,"Bronx-2007-10"
"143","Bronx",36005,2007,2007,"November",11,1907,3200.64,27.08,38.55,38.56,"Bronx-2007-11"
"144","Bronx",36005,2007,2007,"December",12,1903,3229.88,27.35,38.59,38.74,"Bronx-2007-12"
"145","Bronx",36005,2008,2008,"January",1,1960,3198.66,27.23,38.47,38.58,"Bronx-2008-1"
"146","Bronx",36005,2008,2008,"February",2,1813,3177.94,27.51,38.35,38.54,"Bronx-2008-2"
"147","Bronx",36005,2008,2008,"March",3,1896,3207.32,27.21,38.59,38.57,"Bronx-2008-3"
"148","Bronx",36005,2008,2008,"April",4,1866,3208.54,27.35,38.61,38.58,"Bronx-2008-4"
"149","Bronx",36005,2008,2008,"May",5,1915,3215.67,27.31,38.49,38.51,"Bronx-2008-5"
"150","Bronx",36005,2008,2008,"June",6,1917,3169.91,27.14,38.39,38.4,"Bronx-2008-6"
"151","Bronx",36005,2008,2008,"July",7,2022,3205.45,27.45,38.37,38.52,"Bronx-2008-7"
"152","Bronx",36005,2008,2008,"August",8,2008,3196.24,27.44,38.33,38.54,"Bronx-2008-8"
"153","Bronx",36005,2008,2008,"September",9,1966,3171.59,27.38,38.42,38.49,"Bronx-2008-9"
"154","Bronx",36005,2008,2008,"October",10,1946,3200.99,27.12,38.51,38.52,"Bronx-2008-10"
"155","Bronx",36005,2008,2008,"November",11,1863,3209.77,27.25,38.63,38.61,"Bronx-2008-11"
"156","Bronx",36005,2008,2008,"December",12,1972,3211.97,27.42,38.51,38.67,"Bronx-2008-12"
"157","Bronx",36005,2009,2009,"January",1,2003,3194.37,27.21,38.38,38.58,"Bronx-2009-1"
"158","Bronx",36005,2009,2009,"February",2,1837,3190.29,27.35,38.34,38.59,"Bronx-2009-2"
"159","Bronx",36005,2009,2009,"March",3,1913,3190.35,27.3,38.45,38.56,"Bronx-2009-3"
"160","Bronx",36005,2009,2009,"April",4,1874,3210.53,27.42,38.36,38.47,"Bronx-2009-4"
"161","Bronx",36005,2009,2009,"May",5,1853,3204.7,27.35,38.4,38.56,"Bronx-2009-5"
"162","Bronx",36005,2009,2009,"June",6,1966,3214.33,27.38,38.48,38.59,"Bronx-2009-6"
"163","Bronx",36005,2009,2009,"July",7,2034,3162.53,27.44,38.2,38.46,"Bronx-2009-7"
"164","Bronx",36005,2009,2009,"August",8,1925,3190.29,27.66,38.3,38.49,"Bronx-2009-8"
"165","Bronx",36005,2009,2009,"September",9,1932,3203.75,27.63,38.35,38.57,"Bronx-2009-9"
"166","Bronx",36005,2009,2009,"October",10,2024,3212.77,27.34,38.45,38.56,"Bronx-2009-10"
"167","Bronx",36005,2009,2009,"November",11,1882,3213.53,27.58,38.47,38.58,"Bronx-2009-11"
"168","Bronx",36005,2009,2009,"December",12,1903,3177.65,27.41,38.35,38.51,"Bronx-2009-12"
"169","Bronx",36005,2010,2010,"January",1,1884,3179.79,27.41,38.46,38.5,"Bronx-2010-1"
"170","Bronx",36005,2010,2010,"February",2,1680,3204.81,27.21,38.47,38.5,"Bronx-2010-2"
"171","Bronx",36005,2010,2010,"March",3,1794,3188.2,27.46,38.36,38.52,"Bronx-2010-3"
"172","Bronx",36005,2010,2010,"April",4,1794,3167.94,27.51,38.32,38.34,"Bronx-2010-4"
"173","Bronx",36005,2010,2010,"May",5,1811,3216.82,27.36,38.58,38.6,"Bronx-2010-5"
"174","Bronx",36005,2010,2010,"June",6,1816,3209.23,27.71,38.51,38.54,"Bronx-2010-6"
"175","Bronx",36005,2010,2010,"July",7,1986,3211.26,27.59,38.6,38.61,"Bronx-2010-7"
"176","Bronx",36005,2010,2010,"August",8,1911,3178.68,27.6,38.47,38.49,"Bronx-2010-8"
"177","Bronx",36005,2010,2010,"September",9,1989,3180.98,27.36,38.58,38.54,"Bronx-2010-9"
"178","Bronx",36005,2010,2010,"October",10,1929,3187.64,27.58,38.69,38.58,"Bronx-2010-10"
"179","Bronx",36005,2010,2010,"November",11,1932,3187.34,27.67,38.66,38.48,"Bronx-2010-11"
"180","Bronx",36005,2010,2010,"December",12,1964,3192.57,27.69,38.67,38.53,"Bronx-2010-12"
"181","Bronx",36005,2011,2011,"January",1,1833,3174.59,27.35,38.67,38.58,"Bronx-2011-1"
"182","Bronx",36005,2011,2011,"February",2,1642,3199.23,27.84,38.56,38.53,"Bronx-2011-2"
"183","Bronx",36005,2011,2011,"March",3,1701,3212.23,27.49,38.64,38.59,"Bronx-2011-3"
"184","Bronx",36005,2011,2011,"April",4,1731,3191.16,27.57,38.68,38.48,"Bronx-2011-4"
"185","Bronx",36005,2011,2011,"May",5,1697,3191.7,27.93,38.73,38.56,"Bronx-2011-5"
"186","Bronx",36005,2011,2011,"June",6,1783,3220.41,27.83,38.63,38.62,"Bronx-2011-6"
"187","Bronx",36005,2011,2011,"July",7,1959,3179.38,27.75,38.66,38.56,"Bronx-2011-7"
"188","Bronx",36005,2011,2011,"August",8,1897,3202.45,27.77,38.72,38.74,"Bronx-2011-8"
"189","Bronx",36005,2011,2011,"September",9,1928,3185.08,27.8,38.52,38.6,"Bronx-2011-9"
"190","Bronx",36005,2011,2011,"October",10,1886,3170.91,27.77,38.54,38.59,"Bronx-2011-10"
"191","Bronx",36005,2011,2011,"November",11,1826,3184.73,27.87,38.58,38.63,"Bronx-2011-11"
"192","Bronx",36005,2011,2011,"December",12,1990,3240.61,27.86,38.69,38.65,"Bronx-2011-12"
"193","Bronx",36005,2012,2012,"January",1,1745,3200.12,27.93,38.64,38.62,"Bronx-2012-1"
"194","Bronx",36005,2012,2012,"February",2,1693,3182.32,28.14,38.6,38.55,"Bronx-2012-2"
"195","Bronx",36005,2012,2012,"March",3,1687,3241.58,27.65,38.71,38.61,"Bronx-2012-3"
"196","Bronx",36005,2012,2012,"April",4,1662,3185.32,27.87,38.63,38.51,"Bronx-2012-4"
"197","Bronx",36005,2012,2012,"May",5,1704,3181.21,27.85,38.46,38.44,"Bronx-2012-5"
"198","Bronx",36005,2012,2012,"June",6,1787,3203.34,28.11,38.63,38.56,"Bronx-2012-6"
"199","Bronx",36005,2012,2012,"July",7,1804,3197.85,27.87,38.6,38.51,"Bronx-2012-7"
"200","Bronx",36005,2012,2012,"August",8,1936,3200.2,28.15,38.52,38.52,"Bronx-2012-8"
"201","Bronx",36005,2012,2012,"September",9,1900,3174.19,28.12,38.63,38.52,"Bronx-2012-9"
"202","Bronx",36005,2012,2012,"October",10,1810,3187.19,28.1,38.66,38.53,"Bronx-2012-10"
"203","Bronx",36005,2012,2012,"November",11,1807,3205.08,27.85,38.56,38.55,"Bronx-2012-11"
"204","Bronx",36005,2012,2012,"December",12,1918,3203.84,28.11,38.57,38.59,"Bronx-2012-12"
"205","Bronx",36005,2013,2013,"January",1,1784,3190.37,28.1,38.54,38.43,"Bronx-2013-1"
"206","Bronx",36005,2013,2013,"February",2,1574,3228.1,28.07,38.72,38.63,"Bronx-2013-2"
"207","Bronx",36005,2013,2013,"March",3,1724,3212.59,28.1,38.57,38.57,"Bronx-2013-3"
"208","Bronx",36005,2013,2013,"April",4,1655,3238.06,28.02,38.63,38.59,"Bronx-2013-4"
"209","Bronx",36005,2013,2013,"May",5,1788,3211.56,28.21,38.6,38.58,"Bronx-2013-5"
"210","Bronx",36005,2013,2013,"June",6,1763,3190.8,28.12,38.55,38.44,"Bronx-2013-6"
"211","Bronx",36005,2013,2013,"July",7,1884,3199.21,28.24,38.62,38.61,"Bronx-2013-7"
"212","Bronx",36005,2013,2013,"August",8,1915,3211.92,28.22,38.58,38.53,"Bronx-2013-8"
"213","Bronx",36005,2013,2013,"September",9,1886,3211.64,27.99,38.66,38.57,"Bronx-2013-9"
"214","Bronx",36005,2013,2013,"October",10,1875,3183.83,28.36,38.58,38.54,"Bronx-2013-10"
"215","Bronx",36005,2013,2013,"November",11,1787,3217.09,28.16,38.64,38.61,"Bronx-2013-11"
"216","Bronx",36005,2013,2013,"December",12,1781,3224.86,28.27,38.68,38.67,"Bronx-2013-12"
"217","Bronx",36005,2014,2014,"January",1,1813,3185.41,28.29,38.58,38.55,"Bronx-2014-1"
"218","Bronx",36005,2014,2014,"February",2,1607,3211.8,28.1,38.57,38.58,"Bronx-2014-2"
"219","Bronx",36005,2014,2014,"March",3,1683,3228.11,28.39,38.59,38.59,"Bronx-2014-3"
"220","Bronx",36005,2014,2014,"April",4,1677,3223.71,28.37,38.61,38.53,"Bronx-2014-4"
"221","Bronx",36005,2014,2014,"May",5,1830,3212.02,28.53,38.51,38.56,"Bronx-2014-5"
"222","Bronx",36005,2014,2014,"June",6,1695,3205.16,28.21,38.53,38.53,"Bronx-2014-6"
"223","Bronx",36005,2014,2014,"July",7,1880,3211.68,28.71,38.79,38.66,"Bronx-2014-7"
"224","Bronx",36005,2014,2014,"August",8,1956,3197.52,28.36,38.63,38.59,"Bronx-2014-8"
"225","Bronx",36005,2014,2014,"September",9,1967,3202,28.22,38.55,38.56,"Bronx-2014-9"
"226","Bronx",36005,2014,2014,"October",10,1862,3208.6,28.35,38.63,38.63,"Bronx-2014-10"
"227","Bronx",36005,2014,2014,"November",11,1766,3223.73,28.39,38.59,38.6,"Bronx-2014-11"
"228","Bronx",36005,2014,2014,"December",12,1820,3202.21,28.27,38.66,38.66,"Bronx-2014-12"
"229","Bronx",36005,2015,2015,"January",1,1828,3210.76,28.8,38.67,38.62,"Bronx-2015-1"
"230","Bronx",36005,2015,2015,"February",2,1593,3221.77,28.31,38.69,38.68,"Bronx-2015-2"
"231","Bronx",36005,2015,2015,"March",3,1754,3217.55,28.37,38.62,38.55,"Bronx-2015-3"
"232","Bronx",36005,2015,2015,"April",4,1770,3228.02,28.46,38.66,38.63,"Bronx-2015-4"
"233","Bronx",36005,2015,2015,"May",5,1739,3209.49,28.73,38.65,38.61,"Bronx-2015-5"
"234","Bronx",36005,2015,2015,"June",6,1759,3242.57,28.66,38.7,38.64,"Bronx-2015-6"
"235","Bronx",36005,2015,2015,"July",7,1876,3198.13,28.67,38.5,38.47,"Bronx-2015-7"
"236","Bronx",36005,2015,2015,"August",8,1867,3201.19,28.45,38.55,38.5,"Bronx-2015-8"
"237","Bronx",36005,2015,2015,"September",9,1831,3220.8,28.49,38.63,38.63,"Bronx-2015-9"
"238","Bronx",36005,2015,2015,"October",10,1875,3195.23,28.89,38.66,38.63,"Bronx-2015-10"
"239","Bronx",36005,2015,2015,"November",11,1727,3194.07,28.78,38.69,38.6,"Bronx-2015-11"
"240","Bronx",36005,2015,2015,"December",12,1874,3197.21,28.83,38.52,38.5,"Bronx-2015-12"
"241","Bronx",36005,2016,2016,"January",1,1714,3223.86,28.7,38.74,38.66,"Bronx-2016-1"
"242","Bronx",36005,2016,2016,"February",2,1668,3191.21,28.74,38.68,38.62,"Bronx-2016-2"
"243","Bronx",36005,2016,2016,"March",3,1707,3184.84,28.94,38.63,38.52,"Bronx-2016-3"
"244","Bronx",36005,2016,2016,"April",4,1681,3191.74,28.86,38.57,38.48,"Bronx-2016-4"
"245","Bronx",36005,2016,2016,"May",5,1758,3198.67,28.88,38.67,38.51,"Bronx-2016-5"
"246","Bronx",36005,2016,2016,"June",6,1753,3193.54,28.97,38.6,38.54,"Bronx-2016-6"
"247","Bronx",36005,2016,2016,"July",7,1852,3202.73,28.92,38.65,38.58,"Bronx-2016-7"
"248","Bronx",36005,2016,2016,"August",8,1905,3201.74,29.01,38.72,38.6,"Bronx-2016-8"
"249","Bronx",36005,2016,2016,"September",9,1872,3200.39,29.11,38.57,38.53,"Bronx-2016-9"
"250","Bronx",36005,2016,2016,"October",10,1783,3209.29,28.55,38.7,38.71,"Bronx-2016-10"
"251","Bronx",36005,2016,2016,"November",11,1652,3205.89,29.1,38.61,38.54,"Bronx-2016-11"
"252","Bronx",36005,2016,2016,"December",12,1816,3178.59,28.94,38.42,38.46,"Bronx-2016-12"
"253","Bronx",36005,2017,2017,"January",1,1673,3187.51,28.86,38.53,38.57,"Bronx-2017-1"
"254","Bronx",36005,2017,2017,"February",2,1648,3159.47,28.73,38.56,38.48,"Bronx-2017-2"
"255","Bronx",36005,2017,2017,"March",3,1751,3200.32,29.16,38.6,38.55,"Bronx-2017-3"
"256","Bronx",36005,2017,2017,"April",4,1600,3197.45,29.07,38.63,38.55,"Bronx-2017-4"
"257","Bronx",36005,2017,2017,"May",5,1651,3178.93,29.16,38.48,38.44,"Bronx-2017-5"
"258","Bronx",36005,2017,2017,"June",6,1648,3184.6,28.92,38.38,38.44,"Bronx-2017-6"
"259","Bronx",36005,2017,2017,"July",7,1794,3190.15,29.12,38.5,38.44,"Bronx-2017-7"
"260","Bronx",36005,2017,2017,"August",8,1775,3216.32,29.55,38.72,38.57,"Bronx-2017-8"
"261","Bronx",36005,2017,2017,"September",9,1793,3238.44,29.19,38.76,38.69,"Bronx-2017-9"
"262","Bronx",36005,2017,2017,"October",10,1775,3155.48,28.84,38.63,38.52,"Bronx-2017-10"
"263","Bronx",36005,2017,2017,"November",11,1754,3190.94,29.41,38.74,38.59,"Bronx-2017-11"
"264","Bronx",36005,2017,2017,"December",12,1726,3182.63,29.12,38.48,38.41,"Bronx-2017-12"
"265","Broome",36007,2007,2007,"January",1,170,3217.58,27.19,38.36,38.03,"Broome-2007-1"
