"","id","latitude","longitude","elevation","name"
"321","US1NYMR0036",43.2142,-77.6432,122.5,"ROCHESTER 3.4 NNW"
"322","US1NYMR0042",43.1946,-77.7966,153.3,"SPENCERPORT 0.8 NE"
"323","US1NYMR0044",43.1677,-77.5449,125,"ROCHESTER 3.6 E"
"324","US1NYMR0047",43.1769,-77.7137,164.3,"ROCHESTER 5.0 W"
"325","US1NYMR0048",43.2015,-77.6196,124.4,"ROCHESTER 2.3 N"
"326","US1NYMR0050",43.2127,-77.481,119.8,"WEBSTER 3.0 W"
"327","US1NYMR0055",42.9701,-77.5657,199,"HONEOYE FALLS 1.7 NE"
"328","US1NYMR0056",43.3424,-77.9465,87.5,"HAMLIN 3.0 NNW"
"329","US1NYMR0057",43.1521,-77.8785,191.1,"CHURCHVILLE 3.5 N"
"330","US1NYMR0061",43.1134,-77.489,131.1,"EAST ROCHESTER 0.1 NNW"
"331","US1NYNG0002",43.0573,-78.8617,176.2,"NORTH TONAWANDA 1.0 NNE"
"332","US1NYNG0003",43.0558,-78.8699,175.9,"NORTH TONAWANDA 0.9 NNW"
"333","US1NYNG0006",43.1383,-78.8863,198.4,"SANBORN 0.2 NE"
"334","US1NYNG0008",43.1773,-78.6774,186.2,"LOCKPORT 1.1 ENE"
"335","US1NYNG0010",43.1829,-78.6441,195.1,"LOCKPORT 2.8 ENE"
"336","US1NYNG0012",43.1764,-78.6834,158.8,"LOCKPORT 0.8 NE"
"337","US1NYNG0017",43.101,-78.7083,178.6,"PENDLETON 1.4 NE"
"338","US1NYNG0018",43.0584,-78.8395,175.3,"NORTH TONAWANDA 1.7 NE"
"339","US1NYNG0022",43.083,-78.9046,176.2,"NIAGARA FALLS 5.7 E"
"340","US1NYNG0027",43.1898,-78.7442,139.6,"LOCKPORT 2.8 WNW"
"341","US1NYNG0029",43.0299,-78.8572,177.1,"NORTH TONAWANDA 1.1 SSE"
"342","US1NYNG0030",43.1521,-78.6534,195.7,"LOCKPORT 2.5 ESE"
"343","US1NYNG0032",43.0918,-78.6568,178.9,"RAPIDS 1.0 SW"
"344","US1NYNS0001",40.7623,-73.492,43.9,"BETHPAGE 0.9 NNW"
"345","US1NYNS0003",40.6335,-73.627,2.7,"OCEANSIDE 0.5 E"
"346","US1NYNS0006",40.7245,-73.5086,27.1,"LEVITTOWN 0.2 E"
"347","US1NYNS0007",40.723,-73.711,24.1,"FLORAL PARK 0.4 W"
"348","US1NYNS0009",40.8704,-73.5717,34.1,"MILL NECK 1.1 SW"
"349","US1NYNS0014",40.6623,-73.678,7,"LYNBROOK 0.3 NW"
"350","US1NYNS0016",40.6552,-73.4756,2.4,"MASSAPEQUA 0.9 SSW"
"351","US1NYNS0018",40.7687,-73.5017,45.7,"HICKSVILLE 1.3 ENE"
"352","US1NYNS0022",40.7198,-73.6909,26.2,"FLORAL PARK 0.7 ESE"
"353","US1NYNS0024",40.6972,-73.516,14.9,"NORTH WANTAGH 0.4 WSW"
"354","US1NYNS0027",40.8392,-73.6803,52.1,"PORT WASHINGTON 0.8 N"
"355","US1NYNS0028",40.6679,-73.5549,6.7,"MERRICK 1.2 N"
"356","US1NYNS0030",40.7214,-73.4842,22.9,"PLAINEDGE 0.4 WSW"
"357","US1NYNS0032",40.8813,-73.5813,31.1,"LOCUST VALLEY 0.3 E"
"358","US1NYNS0034",40.6668,-73.5054,4.3,"WANTAGH 0.3 ESE"
"359","US1NYNS0035",40.6571,-73.6978,3.7,"VALLEY STREAM 0.6 SE"
"360","US1NYNS0036",40.787,-73.5133,54.9,"SYOSSET 2.0 SSW"
"361","US1NYNS0037",40.6833,-73.5038,10.4,"WANTAGH 1.1 NNE"
"362","US1NYNS0040",40.6435,-73.6095,4.6,"BALDWIN 1.3 S"
"363","US1NYNS0041",40.6622,-73.6639,7.3,"LYNBROOK 0.6 ENE"
"364","US1NYNS0042",40.7691,-73.6475,43.3,"ALBERTSON 0.2 SSE"
"365","US1NYNS0043",40.7859,-73.4669,56.7,"PLAINVIEW 0.4 ENE"
"366","US1NYNS0045",40.7475,-73.6645,34.4,"NEW HYDE PARK 1.6 NE"
"367","US1NYNS0046",40.6981,-73.4499,10.7,"MASSAPEQUA PARK 1.2 N"
"368","US1NYOD0001",43.4783,-75.1696,440.4,"BOONVILLE 8.0 E"
"369","US1NYOD0002",43.3733,-75.5384,335.3,"POINT ROCK 0.6 SE"
"370","US1NYOD0003",43.3167,-75.4458,311.5,"STOKES CORNER 1.4 NE"
"371","US1NYOD0004",43.4833,-75.3333,345.9,"BOONVILLE 0.2 NW"
"372","US1NYOD0005",43.3246,-75.3787,411.5,"WESTERNVILLE 2NW"
"373","US1NYOD0006",43.3333,-75.7667,196.9,"CAMDEN 1.0 WSW"
"374","US1NYOD0007",43.2363,-75.2858,179.8,"HOLLAND PATENT 1.5 WSW"
"375","US1NYOD0008",43.158,-75.4621,168.9,"ROME 4.9 SSE"
"376","US1NYOD0009",43.2167,-75.2833,166.1,"HOLLAND PATENT 2.2 SW"
"377","US1NYOD0011",43.0859,-75.5423,187.1,"VERNON 0.4 NNW"
"378","US1NYOD0014",43.1658,-75.2451,276.1,"WHITESBORO 3.9 NE"
"379","US1NYOD0016",43.2552,-75.1641,225.6,"BARNEVELD 1.8 SE"
"380","US1NYOD0017",43.0614,-75.2914,216.7,"NEW HARTFORD 0.7 S"
"381","US1NYOD0019",43.0618,-75.2899,211.8,"NEW HARTFORD 0.8 S"
"382","US1NYOD0023",43.1712,-75.6828,120.1,"DURHAMVILLE 3.5 NNW"
"383","US1NYOD0026",43.3018,-75.4393,189.3,"AVA 8.0 S"
"384","US1NYOD0040",43.4527,-75.7342,339.2,"CAMDEN 8.1 N"
"385","US1NYOD0042",43.1002,-75.3294,167,"WHITESBORO 2.3 SW"
"386","US1NYOD0043",43.2471,-75.2775,237.4,"HOLLAND PATENT 1.1 WNW"
"387","US1NYOD0045",43.2406,-75.4503,149.7,"ROME 2.2 ENE"
"388","US1NYOD0047",43.3515,-75.4534,384.4,"AVA 4.8 SSE"
"389","US1NYOD0051",43.4767,-75.3842,387.1,"BOONVILLE 2.7 W"
"390","US1NYOD0052",43.1952,-75.5509,143.6,"ROME 3.7 SW"
"391","US1NYOD0060",42.9955,-75.2885,432.8,"SAUQUOIT 1.6 WSW"
"392","US1NYOD0061",43.2241,-75.7471,116.4,"SYLVAN BEACH 1.6 NW"
"393","US1NYOG0002",43.0333,-76.1,192,"DE WITT 1.4 WSW"
"394","US1NYOG0003",43,-75.9667,212.1,"MANLIUS 0.8 E"
"395","US1NYOG0004",42.79,-76.14,369.4,"TULLY 1.7 WSW"
"396","US1NYOG0005",43.0333,-76.2333,206,"FAIRMOUNT 0.9 SE"
"397","US1NYOG0006",43.1167,-76.2667,129.5,"VILLAGE GREEN 2.6 ESE"
"398","US1NYOG0008",43.1,-76.1667,129.8,"MATTYDALE 1.0 W"
"399","US1NYOG0010",43.0396,-76.3283,247.5,"CAMILLUS 1.0 W"
"400","US1NYOG0011",42.8,-76.11,396.2,"TULLY 0.2 NW"
"401","US1NYOG0012",43.2,-76.26,115.8,"CLAY 4.6 NW"
"402","US1NYOG0013",43.1873,-76.0946,118.9,"CICERO 1.6 NE"
"403","US1NYOG0014",43.13,-76.3,128.6,"VILLAGE GREEN 0.7 ESE"
"404","US1NYOG0015",43.1369,-76.2083,135,"LIVERPOOL 2.1 N"
"405","US1NYOG0016",42.7971,-76.1054,381.6,"TULLY 0.1 ESE"
"406","US1NYOG0020",43.0284,-76.1212,178.3,"SYRACUSE 1.4 SE"
"407","US1NYOG0025",43.0322,-76.0675,140.8,"DEWITT 0.5 SE"
"408","US1NYOG0026",43.2322,-76.1188,116.4,"BREWERTON 1.2 E"
"409","US1NYOG0028",43.2283,-76.1133,118.9,"BREWERTON 1.5 ESE"
"410","US1NYOG0030",43.0225,-76.1025,188.4,"SYRACUSE 2.4 ESE"
"411","US1NYOG0031",42.9826,-76.3091,325.5,"MARCELLUS 1.6 E"
"412","US1NYOG0037",43.0128,-76.3159,256.9,"MARCELLUS 2.3 NNE"
"413","US1NYOG0038",43.0338,-76.03,149.4,"FAYETTEVILLE 1.6 W"
"414","US1NYOG0040",42.9253,-76.0328,395.9,"POMPEY 2.0 NNW"
"415","US1NYOG0043",42.7993,-76.0938,389.5,"TULLY 0.7 E"
"416","US1NYOG0045",43.1682,-76.2283,118.6,"LIVERPOOL 4.4 NNW"
"417","US1NYOG0046",43.1951,-76.2883,118.9,"BALDWINSVILLE 3.5 NE"
"418","US1NYOG0048",43.0586,-76.2098,154.5,"SOLVAY 0.1 ENE"
"419","US1NYOG0050",43.1417,-76.2272,119.2,"LIVERPOOL 2.6 NNW"
"420","US1NYOG0051",43.1356,-76.1379,124.4,"NORTH SYRACUSE 0.4 WNW"
"421","US1NYOG0052",43.0015,-76.1395,131.1,"SYRACUSE 2.7 S"
"422","US1NYOG0056",42.8326,-75.9822,389.2,"FABIUS 0.3 SE"
"423","US1NYOG0057",42.8126,-76.0448,407.5,"TULLY 3.4 ENE"
"424","US1NYOG0061",42.9554,-76.4336,285.6,"SKANEATELES 0.8 NNW"
"425","US1NYOG0062",43.0893,-76.341,136.9,"WARNERS 0.7 WNW"
"426","US1NYOG0066",43.1674,-76.1456,121,"CLAY 2.0 SE"
"427","US1NYOL0001",43.2273,-78.3882,151.8,"MEDINA 0.5 N"
"428","US1NYOL0002",43.3562,-78.2551,85.6,"WATERPORT 2.7 N"
"429","US1NYOL0003",43.313,-78.1361,112.5,"KENT 1.0 S"
"430","US1NYOL0004",43.2637,-78.2186,142.6,"ALBION 1.9 NW"
"431","US1NYOL0005",43.223,-78.3954,164.6,"MEDINA 0.4 WNW"
"432","US1NYON0004",43.0066,-77.1185,166.1,"PHELPS 4.4 NW"
"433","US1NYON0007",42.8533,-77.2981,286.5,"CANANDAIGUA 2.6 SSW"
"434","US1NYON0011",42.7877,-77.1315,286.5,"GORHAM 0.8 S"
"435","US1NYON0015",42.8766,-77.0308,219.2,"GENEVA COOP"
"436","US1NYOR0002",41.4469,-74.0214,50.9,"CORNWALL ON HUDSON 0.6 NNW"
"437","US1NYOR0003",41.473,-74.5513,320.3,"OTISVILLE 0.6 WNW"
"438","US1NYOR0004",41.2684,-74.416,189.3,"WARWICK 3.2 WNW"
"439","US1NYOR0006",41.3014,-74.167,253,"MONROE 1.7 SE"
"440","US1NYOR0015",41.374,-74.6845,142.3,"PORT JERVIS 0.4 SE"
"441","US1NYOR0017",41.588,-74.3577,126.8,"PINE BUSH 3.4 WSW"
"442","US1NYOR0018",41.541,-74.1879,125.9,"WALDEN 1.3 S"
"443","US1NYOR0019",41.189,-74.3265,195.1,"GREENWOOD LAKE 3.0 SW"
"444","US1NYOS0001",43.5964,-76.0373,191.4,"LACONA 3.6 SSE"
"445","US1NYOS0003",43.4437,-76.4052,139,"OSWEGO 5.0 ESE"
"446","US1NYOS0006",43.465,-76.5194,75.9,"OSWEGO 0.9 WNW"
"447","US1NYOS0008",43.3323,-76.2666,140.2,"PHOENIX 7.1 NNE"
"448","US1NYOS0013",43.6392,-75.8825,395.9,"REDFIELD 7.9 NNW"
"449","US1NYOS0015",43.3977,-76.4796,107,"MINETTO 0.1 SE"
"450","US1NYOS0016",43.331,-76.27,136.6,"PHOENIX 7.0 NNE"
"451","US1NYOS0020",43.3165,-76.4185,121,"FULTON 0.2 W"
"452","US1NYOS0021",43.57,-76.1195,87.5,"PULASKI 0.5 NE"
"453","US1NYOS0024",43.4228,-76.5086,116.4,"OSWEGO 2.5 S"
"454","US1NYOS0025",43.3242,-76.4178,104.9,"FULTON 0.5 NNW"
"455","US1NYOS0026",43.4194,-76.2738,133.8,"MEXICO 3.6 SSW"
"456","US1NYOT0001",42.4309,-75.3047,548.6,"UNADILLA 7.2 N"
"457","US1NYOT0002",42.6952,-74.93,374.9,"COOPERSTOWN 0.3 S"
"458","US1NYOT0003",42.6644,-74.9587,359.1,"COOPERSTOWN 2.8 SSW"
"459","US1NYOT0004",42.8167,-75.2333,323.1,"BRIDGEWATER 4.3 SSE"
"460","US1NYOT0005",42.5555,-75.1265,533.4,"LAURENS 2.5 NW"
"461","US1NYOT0008",42.3235,-75.3643,315.2,"SIDNEY 2.1 NE"
"462","US1NYOT0009",42.8525,-74.9775,411.5,"RICHFIELD SPRINGS 0.5 ESE"
"463","US1NYOT0011",42.6599,-75.05,406.9,"HARTWICK"
"464","US1NYOT0013",42.6332,-75.3195,345.3,"NEW BERLIN 1.0 NE"
"465","US1NYOT0014",42.544,-74.7657,512.1,"WORCESTER 4.0 SSW"
"466","US1NYOT0015",42.5721,-74.9797,366.7,"ONEONTA 7.0 NE"
"467","US1NYOT0018",42.7172,-74.7583,404.8,"CHERRY VALLEY 5.6 S"
"468","US1NYOT0022",42.6285,-75.0249,455.1,"MILFORD 4.8 NW"
"469","US1NYOT0024",42.6222,-74.6733,443.2,"EAST WORCESTER 0.1 SW"
"470","US1NYOT0025",42.5217,-75.196,519.4,"LAURENS 5.5 W"
"471","US1NYOT0026",42.7964,-74.9658,474.6,"RICHFIELD SPRINGS 4.1 SSE"
"472","US1NYOT0029",42.6369,-75.3109,364.5,"NEW BERLIN 1.5 NE"
"473","US1NYOT0030",42.5617,-75.0727,425.8,"MOUNT VISION 1.4 SW"
"474","US1NYPT0001",41.4969,-73.7017,249,"CARMEL HAMLET 5.8 N"
"475","US1NYPT0002",41.4807,-73.8911,260.3,"BEACON 4.2 ESE"
"476","US1NYPT0004",41.497,-73.8369,137.5,"COLD SPRING 8.1 NE"
"477","US1NYPT0008",41.3529,-73.7841,191.1,"MAHOPAC 2.5 WSW"
"478","US1NYQN0002",40.7145,-73.8819,32.3,"MIDDLE VILLAGE 0.5 SW"
"479","US1NYQN0026",40.7544,-73.8882,18,"JACKSON HEIGHTS 0.3 WSW"
"480","US1NYQN0027",40.7781,-73.8106,18,"SADDLE ROCK 3.4 WSW"
"481","US1NYRC0001",40.5421,-74.1476,10.7,"STATEN ISLAND 4.5 SSE"
"482","US1NYRC0002",40.5674,-74.1327,21.9,"STATEN ISLAND 1.4 SE"
"483","US1NYRL0001",41.0774,-74.0547,135,"CHESTNUT RIDGE 0.3 SSW"
"484","US1NYRL0003",41.0955,-74.0099,86.3,"NANUET 0.3 E"
"485","US1NYRL0004",41.1394,-74.0457,159.4,"SPRING VALLEY 1.7 N"
"486","US1NYRL0005",41.0835,-73.993,81.7,"WEST NYACK 1.3 WSW"
"487","US1NYRN0001",42.6391,-73.5698,192.9,"AVERILL PARK 0.9 WNW"
"488","US1NYRN0002",42.6397,-73.5715,193.9,"AVERILL PARK 1.0 WNW"
"489","US1NYRN0003",42.878,-73.5355,182,"VALLEY FALLS 2.1 SE"
"490","US1NYRN0004",42.8962,-73.3538,141.4,"HOOSICK FALLS 0.3 SSW"
"491","US1NYRN0005",42.773,-73.6374,163.7,"TROY 3.3 NE"
"492","US1NYRN0007",42.5284,-73.7476,49.4,"CASTLETON-ON-HUDSON 0.3 SSE"
"493","US1NYRN0013",42.7904,-73.5623,209.7,"TROY 6.9 NE"
"494","US1NYRN0014",42.6666,-73.6427,177.1,"WYANTSKILL 1.6 SSE"
"495","US1NYRN0015",42.7356,-73.6625,132.3,"TROY 0.7 E"
"496","US1NYRN0020",42.7593,-73.6528,135.9,"TROY 2.1 NNE"
"497","US1NYRN0024",42.4909,-73.5346,152.7,"NASSAU 4.2 ESE"
"498","US1NYSC0001",42.7817,-74.1708,392.9,"DELANSON 2.5 NNE"
"499","US1NYSC0002",42.8447,-73.9748,83.5,"SCOTIA 1.1 NW"
"500","US1NYSC0011",42.7938,-73.8639,100.6,"SCHENECTADY 3.3 E"
"501","US1NYSC0016",42.8465,-73.8992,82.9,"NISKAYUNA 2.0 N"
"502","US1NYSC0017",42.8316,-74.1152,389.2,"PATTERSONVILLE 4.2 SSW"
"503","US1NYSC0020",42.7886,-73.9667,102.1,"ROTTERDAM 0.9 NW"
"504","US1NYSF0002",40.93,-72.67,13.1,"RIVERHEAD 1.3 SSE"
"505","US1NYSF0003",40.8806,-72.9292,25,"MIDDLE ISLAND 0.8 ESE"
"506","US1NYSF0007",40.9364,-72.5778,6.1,"JAMESPORT 0.6 SSW"
"507","US1NYSF0016",40.9234,-73.3305,25.6,"NORTHPORT 1.6 NNE"
"508","US1NYSF0017",40.7351,-73.2212,4.3,"ISLIP 0.2 NW"
"509","US1NYSF0018",40.9299,-72.8988,34.4,"SHOREHAM 1.8 SSE"
"510","US1NYSF0019",40.8123,-72.7718,12.8,"EAST MORICHES 0.6 WNW"
"511","US1NYSF0024",40.7982,-73.15,20.1,"RONKONKOMA 1.4 WSW"
"512","US1NYSF0030",40.9562,-72.9197,60,"ROCKY POINT 2.0 N"
"513","US1NYSF0031",41.0497,-72.4302,5.8,"SOUTHOLD 0.7 S"
"514","US1NYSF0034",40.7234,-73.241,1.2,"BAY SHORE 0.5 ESE"
"515","US1NYSF0037",40.936,-72.9799,41.1,"MILLER PLACE 0.5 ENE"
"516","US1NYSF0039",40.7369,-73.0839,5.8,"SAYVILLE 0.0 N"
"517","US1NYSF0041",40.7279,-73.4341,20.7,"EAST FARMINGDALE 0.9 W"
"518","US1NYSF0042",41.069,-72.4243,8.8,"SOUTHOLD 0.7 NNE"
"519","US1NYSF0044",40.8374,-72.8668,29.3,"SHIRLEY 2.9 N"
"520","US1NYSF0049",40.7326,-73.0807,4.6,"SAYVILLE 1.0 SSE"
"521","US1NYSF0057",40.7719,-73.0357,14.9,"PATCHOGUE 1.1 NW"
"522","US1NYSF0058",40.8177,-73.0479,34.4,"HOLTSVILLE 0.3 N"
"523","US1NYSF0059",40.7763,-73.1119,22.9,"BOHEMIA 0.5 ENE"
"524","US1NYSF0060",40.7507,-73.028,5.2,"BLUE POINT 0.4 E"
"525","US1NYSF0061",40.8917,-73.3831,53.6,"CENTERPORT 0.9 SW"
"526","US1NYSF0062",40.6726,-73.3839,3.7,"COPIAGUE 0.4 ENE"
"527","US1NYSF0063",40.8408,-73.1225,31.7,"LAKE GROVE 1.2 SSW"
"528","US1NYSF0065",40.7036,-73.3054,5.2,"WEST ISLIP 0.6 SW"
"529","US1NYSF0069",40.8697,-73.1708,44.2,"SMITHTOWN 2.5 ENE"
"530","US1NYSF0070",41.0496,-72.3622,4.6,"SHELTER ISLAND HEIGHTS 2.1 SSW"
"531","US1NYSF0073",40.726,-73.2728,10.4,"BRIGHTWATERS 0.7 NNW"
"532","US1NYSF0074",40.7472,-73.1966,7.9,"ISLIP TERRACE 0.5 W"
"533","US1NYSF0075",40.7599,-73.3893,27.1,"WHEATLEY HEIGHTS 1.0 WSW"
"534","US1NYSF0076",40.9256,-73.0997,46.6,"SETAUKET-EAST SETAUKET 0.3 SSE"
"535","US1NYSF0077",40.829,-73.1643,31.1,"NESCONSET 1.4 SSW"
"536","US1NYSF0078",40.8339,-73.3037,48.2,"COMMACK 1.3 SW"
"537","US1NYSF0079",40.8304,-73.2285,13.4,"SMITHTOWN 2.0 SSW"
"538","US1NYSF0080",40.8239,-72.6947,10.1,"REMSENBURG-SPEONK 0.9 NE"
"539","US1NYSF0083",40.7669,-73.4348,35.1,"MELVILLE 1.6 SW"
"540","US1NYSF0084",40.8853,-73.0669,31.1,"CENTEREACH 1.3 NE"
"541","US1NYSF0085",40.7516,-73.0092,1.2,"PATCHOGUE 0.9 SE"
"542","US1NYSF0089",40.6689,-73.4183,3.7,"AMITYVILLE 0.1 WSW"
"543","US1NYSF0090",40.9351,-73.0252,44.2,"MOUNT SINAI 0.4 SW"
"544","US1NYSF0091",40.8023,-72.9605,24.4,"MEDFORD 1.9 SE"
"545","US1NYSF0092",40.6772,-73.4103,6.1,"AMITYVILLE 0.6 NNE"
"546","US1NYSF0100",40.92,-73.0694,53.6,"PORT JEFFERSON STATION 0.3 SSW"
"547","US1NYSF0101",40.7223,-73.1802,3,"EAST ISLIP 0.4 ESE"
"548","US1NYSF0103",40.8958,-72.8539,21,"RIDGE 1.8 SE"
"549","US1NYSF0104",40.9648,-72.8494,17.1,"WADING RIVER 2.0 NW"
"550","US1NYSF0109",40.8347,-73.2924,37.2,"COMMACK 0.8 SSW"
"551","US1NYSF0110",40.7627,-73.1776,14.3,"ISLIP TERRACE 1.1 NNE"
"552","US1NYSF0114",41.2631,-72.0164,13.7,"FISHERS ISLAND 0.5 NE"
"553","US1NYSF0115",40.8437,-73.0532,53.3,"FARMINGVILLE 0.5 W"
"554","US1NYSH0001",42.6805,-74.599,373.1,"COBLESKILL 5.7 W"
"555","US1NYSH0003",42.5973,-74.5931,647.4,"SUMMIT 1.3 NNW"
"556","US1NYSL0002",44.7001,-75.4832,87.2,"OGDENSBURG 0.4 ENE"
"557","US1NYSL0003",44.7737,-74.8157,103.9,"WINTHROP 2.0 SW"
"558","US1NYSL0006",44.6115,-74.9719,171,"HANNAWA FALLS 0.1 SW"
"559","US1NYSL0008",44.6871,-75.4894,85.3,"OGDENSBURG 0.8 SSE"
"560","US1NYSL0009",44.3365,-75.2617,219.5,"EDWARDS 0.9 NW"
"561","US1NYSL0010",44.6891,-75.4864,85,"OGDENSBURG 1.6 SW"
"562","US1NYSL0012",44.4315,-75.4696,135.3,"GOUVERNEUR 6.6 N"
"563","US1NYSL0013",44.4142,-75.7565,109.4,"HAMMOND 3.8 SW"
"564","US1NYSN0002",42.75,-76.8167,213.1,"OVID 5.2 N"
"565","US1NYSN0006",42.5844,-76.7232,348.1,"INTERLAKEN 2.4 S"
"566","US1NYSR0002",43.054,-73.8127,100,"SARATOGA SPRINGS 2.0 WSW"
"567","US1NYSR0003",43.097,-73.9069,211.8,"MILTON 5.2 NNW"
"568","US1NYSR0004",43.0603,-73.7801,94.5,"SARATOGA SPRINGS 0.5 S"
"569","US1NYSR0006",43.2003,-73.6755,90.2,"GANSEVOORT 1.3 WNW"
"570","US1NYSR0007",43.0438,-73.93,125.9,"BALLSTON SPA 4.7 WNW"
"571","US1NYSR0008",42.9455,-73.7869,60.7,"MECHANICVILLE 5.7 NW"
"572","US1NYSR0011",43.2944,-74.0881,378,"EDINBURG 4.7 NNE"
"573","US1NYSR0013",42.7973,-73.6826,50.6,"WATERFORD 0.4 NNW"
"574","US1NYSR0014",43.1025,-73.8397,170.4,"SARATOGA SPRINGS 3.9 NW"
"575","US1NYSR0015",43.008,-73.8031,97.8,"MALTA 2.6 NNW"
"576","US1NYSR0016",42.99,-73.8,110.6,"BALLSTON SPA 2.9 ESE"
"577","US1NYSR0022",43.1268,-73.8786,183.8,"GREENFIELD CENTER 1.6 W"
"578","US1NYSR0023",43.1316,-73.7372,103.6,"WILTON 3.4 S"
"579","US1NYSR0027",42.7882,-73.6798,9.8,"WATERFORD 0.2 S"
"580","US1NYSR0029",42.8213,-73.7855,88.1,"CLIFTON PARK 2.7 S"
"581","US1NYSR0033",43.0087,-73.8425,85.6,"BALLSTON SPA 0.5 ENE"
"582","US1NYSR0035",42.9776,-73.7375,101.2,"ROUND LAKE 4.1 NE"
"583","US1NYSR0036",42.9206,-73.8278,102.7,"COUNTRY KNOLLS 1.2 WNW"
"584","US1NYSR0039",42.9665,-73.7777,104.2,"ROUND LAKE 2.2 NNE"
"585","US1NYST0002",42.2211,-77.0251,474,"PAINTED POST 5.3 NE"
"586","US1NYST0003",42.0567,-77.0485,527.3,"SOUTH CORNING 4.7 S"
"587","US1NYST0004",42.1404,-76.9703,285,"BIG FLATS 2.0 W"
"588","US1NYST0005",42.4583,-77.4113,457.2,"AVOCA 3.5 N"
"589","US1NYST0006",42.2374,-77.1543,527,"CAMPBELL 2.5 ENE"
"590","US1NYST0009",42.4074,-77.2267,231.6,"HAMMONDSPORT 0.2 WSW"
"591","US1NYST0010",42.2167,-77.2167,451.1,"SAVONA 4.7 S"
"592","US1NYST0011",42.2333,-77.2667,524.3,"SAVONA 4.1 SSW"
"593","US1NYST0012",42.0167,-77.05,527.9,"CATON 2.8 SSW"
"594","US1NYST0013",42.3167,-77.4833,490.7,"CANISTEO 7.0 ENE"
"595","US1NYST0014",42.1,-77.05,457.2,"SOUTH CORNING 1.8 SSW"
"596","US1NYST0016",42.1432,-77.0521,278,"CORNING 0.4 SE"
"597","US1NYST0019",42.5649,-77.4839,410,"COHOCTON 4.5 N"
"598","US1NYST0023",42.3471,-77.474,510.8,"AVOCA 5.0 SSW"
"599","US1NYST0024",42.4213,-77.1693,385,"HAMMONDSPORT 2.9 ENE"
"600","US1NYST0026",42.5729,-77.4532,419.7,"ATLANTA 1.3 NW"
"601","US1NYST0028",42.3257,-77.6509,346.6,"HORNELL 0.5 E"
"602","US1NYST0029",42.3431,-77.3188,341.4,"BATH 0.4 N"
"603","US1NYST0030",42.1573,-77.06,286.2,"CORNING 0.7 NNW"
"604","US1NYST0031",42.332,-77.166,337.4,"SAVONA 4.4 NE"
"605","US1NYST0033",42.3397,-77.2367,503.5,"BATH 4.2 E"
"606","US1NYST0035",42.2674,-77.4133,519.4,"BATH 6.8 SW"
"607","US1NYST0037",42.2053,-77.062,453.8,"CORNING 4.0 N"
"608","US1NYST0040",42.069,-77.1674,331.3,"PAINTED POST 7.6 SSW"
"609","US1NYSV0001",41.8162,-74.7447,563.9,"LIBERTY 1.3 N"
"610","US1NYSV0003",41.82,-74.99,350.5,"JEFFERSONVILLE 4.1 NW"
"611","US1NYSV0004",41.6549,-74.6793,449.9,"MONTICELLO 0.5 ENE"
"612","US1NYSV0005",41.6326,-74.5604,474.6,"ROCK HILL 2.0 NE"
"613","US1NYSV0006",41.85,-75.1333,267.9,"LONG EDDY"
"614","US1NYSV0007",41.5998,-74.9828,323.7,"NARROWSBURG 4.1 ESE"
"615","US1NYSV0008",41.5739,-74.4871,163.7,"WURTSBORO 0.2 SSW"
"616","US1NYSV0009",41.6501,-74.5884,401.1,"GLEN WILD 0.3 SSW"
"617","US1NYSV0014",41.8881,-74.788,560.8,"LIVINGSTON MANOR 2.0 ESE"
"618","US1NYSY0001",42.3907,-76.7176,426.1,"SMITH VALLEY 1.9 SE"
"619","US1NYSY0002",42.3501,-76.8492,137.8,"MONTOUR FALLS 0.2 NW"
"620","US1NYSY0003",42.2923,-76.7249,354.8,"CAYUTA 1.6 NW"
"621","US1NYSY0005",42.3326,-76.7581,362.1,"ODESSA 3.4 ENE"
"622","US1NYSY0006",42.4177,-76.9425,434.3,"WATKINS GLEN 4.6 NW"
"623","US1NYSY0007",42.351,-76.9735,437.7,"WATKINS GLEN 5.8 WSW"
"624","US1NYSY0008",42.4153,-77.0874,335,"BRADFORD 3.2 NNE"
"625","US1NYSY0009",42.4147,-76.8326,315.8,"BURDETT 0.8 ESE"
"626","US1NYSY0010",42.3811,-76.9445,449.3,"WATKINS GLEN 3.9 W"
"627","US1NYSY0011",42.5221,-76.8558,331.9,"DUNDEE 6.2 E"
"628","US1NYSY0012",42.4981,-76.8715,281,"DUNDEE 5.7 ESE"
"629","US1NYTG0002",42.1333,-76.5333,402.9,"VAN ETTEN 4.6 SSE"
"630","US1NYTG0003",42.05,-76.1167,277.4,"APALACHIN 3.0 ESE"
"631","US1NYTG0004",42.2833,-76.15,429.8,"NEWARK VALLEY 4.6 NNE"
"632","US1NYTG0005",42.3346,-76.1899,335.3,"BERKSHIRE 2.0 N"
"633","US1NYTG0007",42.1167,-76.2833,332.2,"OWEGO 1.3 NW"
"634","US1NYTG0008",42.0529,-76.1199,315.2,"APALACHIN 2.8 ESE"
"635","US1NYTG0009",42.2667,-76.3,423.7,"CANDOR 3.3 NE"
"636","US1NYTG0015",42.3191,-76.2194,470.9,"BERKSHIRE 1.9 ENE"
"637","US1NYTG0017",42.0512,-76.1236,296.9,"APALACHIN 2.6 SE"
"638","US1NYTG0018",42.034,-76.4002,245.1,"SMITHBORO 0.1 NE"
