"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Tobacco Use"	"Tobacco Use Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"Albany County, NY"	"36001"	"2016"	"2016"	"May"	"5"	"Yes"	"1"	12	2909.58	26.67	37.92	37.92
	"Albany County, NY"	"36001"	"2016"	"2016"	"May"	"5"	"No"	"2"	238	3411.02	30.05	38.72	38.75
	"Albany County, NY"	"36001"	"2016"	"2016"	"June"	"6"	"Yes"	"1"	12	3053.25	30.42	37.92	37.58
	"Albany County, NY"	"36001"	"2016"	"2016"	"June"	"6"	"No"	"2"	248	3314.09	29.54	38.35	38.33
	"Albany County, NY"	"36001"	"2016"	"2016"	"July"	"7"	"Yes"	"1"	23	3206.87	27.52	38.78	38.74
	"Albany County, NY"	"36001"	"2016"	"2016"	"July"	"7"	"No"	"2"	257	3339.27	30.06	38.95	38.80
	"Albany County, NY"	"36001"	"2016"	"2016"	"August"	"8"	"Yes"	"1"	26	3145.15	26.35	38.46	38.19
	"Albany County, NY"	"36001"	"2016"	"2016"	"August"	"8"	"No"	"2"	252	3378.77	30.00	39.04	38.96
	"Albany County, NY"	"36001"	"2016"	"2016"	"September"	"9"	"Yes"	"1"	21	3067.57	28.90	39.05	39.05
	"Albany County, NY"	"36001"	"2016"	"2016"	"September"	"9"	"No"	"2"	226	3321.70	30.13	38.73	38.75
	"Albany County, NY"	"36001"	"2016"	"2016"	"October"	"10"	"Yes"	"1"	15	3218.27	26.87	38.87	38.80
	"Albany County, NY"	"36001"	"2016"	"2016"	"October"	"10"	"No"	"2"	198	3365.24	29.89	38.71	38.59
	"Albany County, NY"	"36001"	"2016"	"2016"	"November"	"11"	"Yes"	"1"	22	3075.59	31.05	38.23	38.00
	"Albany County, NY"	"36001"	"2016"	"2016"	"November"	"11"	"No"	"2"	228	3359.09	29.89	38.96	38.91
	"Albany County, NY"	"36001"	"2016"	"2016"	"December"	"12"	"Yes"	"1"	29	3011.17	28.72	38.24	38.38
	"Albany County, NY"	"36001"	"2016"	"2016"	"December"	"12"	"No"	"2"	204	3268.76	30.65	38.65	38.50
	"Albany County, NY"	"36001"	"2017"	"2017"	"January"	"1"	"Yes"	"1"	21	3153.33	29.90	39.05	39.05
	"Albany County, NY"	"36001"	"2017"	"2017"	"January"	"1"	"No"	"2"	229	3336.47	30.02	38.84	38.62
	"Albany County, NY"	"36001"	"2017"	"2017"	"February"	"2"	"Yes"	"1"	15	3154.27	26.67	38.47	38.40
	"Albany County, NY"	"36001"	"2017"	"2017"	"February"	"2"	"No"	"2"	220	3271.64	30.36	38.62	38.42
	"Albany County, NY"	"36001"	"2017"	"2017"	"March"	"3"	"Yes"	"1"	19	3169.16	30.58	38.63	38.68
	"Albany County, NY"	"36001"	"2017"	"2017"	"March"	"3"	"No"	"2"	254	3299.44	29.79	38.46	38.52
	"Albany County, NY"	"36001"	"2017"	"2017"	"April"	"4"	"Yes"	"1"	14	3011.29	30.14	37.14	37.50
	"Albany County, NY"	"36001"	"2017"	"2017"	"April"	"4"	"No"	"2"	232	3346.26	29.84	38.90	38.91
	"Albany County, NY"	"36001"	"2017"	"2017"	"May"	"5"	"Yes"	"1"	19	2869.95	29.63	37.84	37.84
	"Albany County, NY"	"36001"	"2017"	"2017"	"May"	"5"	"No"	"2"	232	3292.25	29.81	38.77	38.78
	"Albany County, NY"	"36001"	"2017"	"2017"	"June"	"6"	"Yes"	"1"	18	3022.00	29.39	38.61	38.50
	"Albany County, NY"	"36001"	"2017"	"2017"	"June"	"6"	"No"	"2"	279	3281.16	30.17	38.49	38.51
	"Albany County, NY"	"36001"	"2017"	"2017"	"July"	"7"	"Yes"	"1"	26	2671.58	27.42	36.58	36.65
	"Albany County, NY"	"36001"	"2017"	"2017"	"July"	"7"	"No"	"2"	230	3267.73	30.08	38.62	38.59
	"Albany County, NY"	"36001"	"2017"	"2017"	"August"	"8"	"Yes"	"1"	23	2978.78	29.83	38.09	37.96
	"Albany County, NY"	"36001"	"2017"	"2017"	"August"	"8"	"No"	"2"	248	3398.45	30.58	38.96	38.99
	"Albany County, NY"	"36001"	"2017"	"2017"	"September"	"9"	"Yes"	"1"	18	3310.28	27.50	38.17	37.67
	"Albany County, NY"	"36001"	"2017"	"2017"	"September"	"9"	"No"	"2"	219	3261.20	29.57	38.90	38.73
	"Albany County, NY"	"36001"	"2017"	"2017"	"October"	"10"	"Yes"	"1"	29	2884.76	28.72	36.45	36.83
	"Albany County, NY"	"36001"	"2017"	"2017"	"October"	"10"	"No"	"2"	255	3391.24	30.71	38.80	38.89
	"Albany County, NY"	"36001"	"2017"	"2017"	"November"	"11"	"Yes"	"1"	22	2734.59	27.77	37.14	37.00
	"Albany County, NY"	"36001"	"2017"	"2017"	"November"	"11"	"No"	"2"	204	3304.22	30.31	38.66	38.60
	"Albany County, NY"	"36001"	"2017"	"2017"	"December"	"12"	"Yes"	"1"	28	3136.36	30.79	38.32	38.36
	"Albany County, NY"	"36001"	"2017"	"2017"	"December"	"12"	"No"	"2"	229	3285.38	29.81	38.82	38.63
	"Bronx County, NY"	"36005"	"2007"	"2007"	"January"	"1"	"Not Reported"	"10"	1945	3191.38	27.03	38.59	38.67
	"Bronx County, NY"	"36005"	"2007"	"2007"	"February"	"2"	"Not Reported"	"10"	1703	3197.91	27.13	38.63	38.61
	"Bronx County, NY"	"36005"	"2007"	"2007"	"March"	"3"	"Not Reported"	"10"	1956	3204.66	27.03	38.66	38.61
	"Bronx County, NY"	"36005"	"2007"	"2007"	"April"	"4"	"Not Reported"	"10"	1740	3184.79	27.31	38.65	38.60
	"Bronx County, NY"	"36005"	"2007"	"2007"	"May"	"5"	"Not Reported"	"10"	1852	3198.89	27.14	38.54	38.57
	"Bronx County, NY"	"36005"	"2007"	"2007"	"June"	"6"	"Not Reported"	"10"	1961	3177.05	27.18	38.51	38.62
	"Bronx County, NY"	"36005"	"2007"	"2007"	"July"	"7"	"Not Reported"	"10"	1995	3185.07	27.35	38.60	38.62
	"Bronx County, NY"	"36005"	"2007"	"2007"	"August"	"8"	"Not Reported"	"10"	2065	3199.93	27.47	38.53	38.57
	"Bronx County, NY"	"36005"	"2007"	"2007"	"September"	"9"	"Not Reported"	"10"	1987	3183.40	27.27	38.58	38.59
	"Bronx County, NY"	"36005"	"2007"	"2007"	"October"	"10"	"Not Reported"	"10"	1967	3197.31	27.43	38.56	38.61
	"Bronx County, NY"	"36005"	"2007"	"2007"	"November"	"11"	"Not Reported"	"10"	1907	3200.64	27.08	38.55	38.56
	"Bronx County, NY"	"36005"	"2007"	"2007"	"December"	"12"	"Not Reported"	"10"	1903	3229.88	27.35	38.59	38.74
	"Bronx County, NY"	"36005"	"2008"	"2008"	"January"	"1"	"Yes"	"1"	34	3053.47	28.85	38.12	37.32
	"Bronx County, NY"	"36005"	"2008"	"2008"	"January"	"1"	"No"	"2"	1914	3202.39	27.19	38.48	38.60
	"Bronx County, NY"	"36005"	"2008"	"2008"	"January"	"1"	"Not Stated"	"9"	12	3014.42	28.33	38.92	37.92
	"Bronx County, NY"	"36005"	"2008"	"2008"	"February"	"2"	"Yes"	"1"	31	3091.06	27.45	38.68	38.94
	"Bronx County, NY"	"36005"	"2008"	"2008"	"February"	"2"	"No"	"2"	1768	3179.72	27.51	38.35	38.54
	"Bronx County, NY"	"36005"	"2008"	"2008"	"February"	"2"	"Not Stated"	"9"	14	3145.79	28.29	38.00	37.71
	"Bronx County, NY"	"36005"	"2008"	"2008"	"March"	"3"	"Yes"	"1"	36	2996.86	26.72	38.17	38.17
	"Bronx County, NY"	"36005"	"2008"	"2008"	"March"	"3"	"No"	"2"	1848	3210.60	27.17	38.61	38.58
	"Bronx County, NY"	"36005"	"2008"	"2008"	"March"	"3"	"Not Stated"	"9"	12	3333.08	34.25	37.92	38.08
	"Bronx County, NY"	"36005"	"2008"	"2008"	"April"	"4"	"Yes"	"1"	42	3056.90	26.31	38.10	38.45
	"Bronx County, NY"	"36005"	"2008"	"2008"	"April"	"4"	"No"	"2"	1813	3211.02	27.36	38.62	38.58
	"Bronx County, NY"	"36005"	"2008"	"2008"	"April"	"4"	"Not Stated"	"9"	11	3379.18	29.27	38.55	38.36
	"Bronx County, NY"	"36005"	"2008"	"2008"	"May"	"5"	"Yes"	"1"	37	3261.08	27.76	39.49	39.14
	"Bronx County, NY"	"36005"	"2008"	"2008"	"May"	"5"	"No"	"2"	1871	3214.54	27.30	38.46	38.50
	"Bronx County, NY"	"36005"	"2008"	"2008"	"June"	"6"	"Yes"	"1"	46	2767.30	29.28	37.04	36.98
	"Bronx County, NY"	"36005"	"2008"	"2008"	"June"	"6"	"No"	"2"	1859	3183.03	27.06	38.43	38.45
	"Bronx County, NY"	"36005"	"2008"	"2008"	"June"	"6"	"Not Stated"	"9"	12	2680.58	31.08	37.08	36.50
	"Bronx County, NY"	"36005"	"2008"	"2008"	"July"	"7"	"Yes"	"1"	40	3098.88	28.93	38.17	38.10
	"Bronx County, NY"	"36005"	"2008"	"2008"	"July"	"7"	"No"	"2"	1970	3207.45	27.41	38.38	38.53
	"Bronx County, NY"	"36005"	"2008"	"2008"	"July"	"7"	"Not Stated"	"9"	12	3232.33	29.58	38.83	38.67
	"Bronx County, NY"	"36005"	"2008"	"2008"	"August"	"8"	"Yes"	"1"	46	3004.63	28.61	38.63	38.54
	"Bronx County, NY"	"36005"	"2008"	"2008"	"August"	"8"	"No"	"2"	1953	3201.44	27.40	38.32	38.54
	"Bronx County, NY"	"36005"	"2008"	"2008"	"September"	"9"	"Yes"	"1"	37	2730.16	28.05	37.24	37.46
	"Bronx County, NY"	"36005"	"2008"	"2008"	"September"	"9"	"No"	"2"	1918	3180.52	27.36	38.44	38.51
	"Bronx County, NY"	"36005"	"2008"	"2008"	"September"	"9"	"Not Stated"	"9"	11	3100.82	28.55	38.55	38.27
	"Bronx County, NY"	"36005"	"2008"	"2008"	"October"	"10"	"Yes"	"1"	24	2688.54	26.79	36.54	36.67
	"Bronx County, NY"	"36005"	"2008"	"2008"	"October"	"10"	"No"	"2"	1910	3206.59	27.12	38.53	38.55
	"Bronx County, NY"	"36005"	"2008"	"2008"	"October"	"10"	"Not Stated"	"9"	12	3334.17	28.83	38.50	38.17
	"Bronx County, NY"	"36005"	"2008"	"2008"	"November"	"11"	"Yes"	"1"	37	2812.22	27.32	37.59	37.38
	"Bronx County, NY"	"36005"	"2008"	"2008"	"November"	"11"	"No"	"2"	1813	3219.06	27.23	38.66	38.64
	"Bronx County, NY"	"36005"	"2008"	"2008"	"November"	"11"	"Not Stated"	"9"	13	3045.00	30.00	37.77	37.15
	"Bronx County, NY"	"36005"	"2008"	"2008"	"December"	"12"	"Yes"	"1"	31	2996.65	28.26	38.03	38.00
	"Bronx County, NY"	"36005"	"2008"	"2008"	"December"	"12"	"No"	"2"	1930	3213.69	27.39	38.52	38.68
	"Bronx County, NY"	"36005"	"2008"	"2008"	"December"	"12"	"Not Stated"	"9"	11	3516.64	29.82	38.73	38.82
	"Bronx County, NY"	"36005"	"2009"	"2009"	"January"	"1"	"Yes"	"1"	38	3081.76	26.18	38.03	38.66
	"Bronx County, NY"	"36005"	"2009"	"2009"	"January"	"1"	"No"	"2"	1953	3195.46	27.22	38.39	38.58
	"Bronx County, NY"	"36005"	"2009"	"2009"	"January"	"1"	"Not Stated"	"9"	12	3372.00	30.25	38.83	38.42
	"Bronx County, NY"	"36005"	"2009"	"2009"	"February"	"2"	"Yes"	"1"	35	2950.00	28.51	36.83	37.49
	"Bronx County, NY"	"36005"	"2009"	"2009"	"February"	"2"	"No"	"2"	1796	3194.98	27.32	38.37	38.61
	"Bronx County, NY"	"36005"	"2009"	"2009"	"March"	"3"	"Yes"	"1"	37	2812.51	28.35	37.54	37.30
	"Bronx County, NY"	"36005"	"2009"	"2009"	"March"	"3"	"No"	"2"	1864	3201.77	27.27	38.48	38.60
	"Bronx County, NY"	"36005"	"2009"	"2009"	"March"	"3"	"Not Stated"	"9"	12	2582.75	30.00	36.17	36.08
	"Bronx County, NY"	"36005"	"2009"	"2009"	"April"	"4"	"Yes"	"1"	34	2964.12	28.41	37.50	37.79
	"Bronx County, NY"	"36005"	"2009"	"2009"	"April"	"4"	"No"	"2"	1827	3215.64	27.39	38.38	38.49
	"Bronx County, NY"	"36005"	"2009"	"2009"	"April"	"4"	"Not Stated"	"9"	13	3131.67	28.92	37.75	37.75
	"Bronx County, NY"	"36005"	"2009"	"2009"	"May"	"5"	"Yes"	"1"	29	2958.14	30.14	37.07	37.28
	"Bronx County, NY"	"36005"	"2009"	"2009"	"May"	"5"	"No"	"2"	1807	3209.12	27.29	38.42	38.59
	"Bronx County, NY"	"36005"	"2009"	"2009"	"May"	"5"	"Not Stated"	"9"	17	3154.71	28.94	38.59	38.18
	"Bronx County, NY"	"36005"	"2009"	"2009"	"June"	"6"	"Yes"	"1"	42	2940.64	28.10	38.00	38.26
	"Bronx County, NY"	"36005"	"2009"	"2009"	"June"	"6"	"No"	"2"	1915	3219.40	27.34	38.50	38.60
	"Bronx County, NY"	"36005"	"2009"	"2009"	"July"	"7"	"Yes"	"1"	35	3095.26	27.60	38.86	38.71
	"Bronx County, NY"	"36005"	"2009"	"2009"	"July"	"7"	"No"	"2"	1986	3165.30	27.44	38.19	38.46
	"Bronx County, NY"	"36005"	"2009"	"2009"	"July"	"7"	"Not Stated"	"9"	13	2920.23	26.54	38.00	38.00
	"Bronx County, NY"	"36005"	"2009"	"2009"	"August"	"8"	"Yes"	"1"	37	2992.43	27.24	38.27	38.38
	"Bronx County, NY"	"36005"	"2009"	"2009"	"August"	"8"	"No"	"2"	1878	3193.02	27.65	38.30	38.48
	"Bronx County, NY"	"36005"	"2009"	"2009"	"August"	"8"	"Not Stated"	"9"	10	3410.60	30.80	39.50	39.50
	"Bronx County, NY"	"36005"	"2009"	"2009"	"September"	"9"	"Yes"	"1"	31	3080.26	26.42	39.16	39.00
	"Bronx County, NY"	"36005"	"2009"	"2009"	"September"	"9"	"No"	"2"	1885	3206.18	27.61	38.35	38.58
	"Bronx County, NY"	"36005"	"2009"	"2009"	"September"	"9"	"Not Stated"	"9"	16	3156.50	31.69	37.38	37.38
	"Bronx County, NY"	"36005"	"2009"	"2009"	"October"	"10"	"Yes"	"1"	26	3105.23	28.00	38.77	38.46
	"Bronx County, NY"	"36005"	"2009"	"2009"	"October"	"10"	"No"	"2"	1984	3212.62	27.33	38.44	38.56
	"Bronx County, NY"	"36005"	"2009"	"2009"	"October"	"10"	"Not Stated"	"9"	14	3434.21	28.36	39.00	39.07
	"Bronx County, NY"	"36005"	"2009"	"2009"	"November"	"11"	"Yes"	"1"	38	2985.13	28.11	37.92	37.63
	"Bronx County, NY"	"36005"	"2009"	"2009"	"November"	"11"	"No"	"2"	1831	3218.59	27.57	38.48	38.60
	"Bronx County, NY"	"36005"	"2009"	"2009"	"November"	"11"	"Not Stated"	"9"	13	3167.38	27.46	38.62	38.62
	"Bronx County, NY"	"36005"	"2009"	"2009"	"December"	"12"	"Yes"	"1"	35	3167.60	27.40	38.80	39.03
	"Bronx County, NY"	"36005"	"2009"	"2009"	"December"	"12"	"No"	"2"	1859	3180.14	27.42	38.35	38.52
	"Bronx County, NY"	"36005"	"2010"	"2010"	"January"	"1"	"Yes"	"1"	41	3040.02	28.15	38.66	38.61
	"Bronx County, NY"	"36005"	"2010"	"2010"	"January"	"1"	"No"	"2"	1829	3184.19	27.39	38.46	38.51
	"Bronx County, NY"	"36005"	"2010"	"2010"	"January"	"1"	"Not Stated"	"9"	14	3014.57	28.36	37.57	37.14
	"Bronx County, NY"	"36005"	"2010"	"2010"	"February"	"2"	"Yes"	"1"	37	3187.73	28.81	38.62	38.73
	"Bronx County, NY"	"36005"	"2010"	"2010"	"February"	"2"	"No"	"2"	1637	3205.23	27.16	38.47	38.50
	"Bronx County, NY"	"36005"	"2010"	"2010"	"March"	"3"	"Yes"	"1"	28	3089.18	27.57	38.21	38.54
	"Bronx County, NY"	"36005"	"2010"	"2010"	"March"	"3"	"No"	"2"	1751	3192.15	27.42	38.37	38.53
	"Bronx County, NY"	"36005"	"2010"	"2010"	"March"	"3"	"Not Stated"	"9"	15	2912.13	31.47	37.33	37.13
	"Bronx County, NY"	"36005"	"2010"	"2010"	"April"	"4"	"Yes"	"1"	31	2941.77	27.74	37.84	38.16
	"Bronx County, NY"	"36005"	"2010"	"2010"	"April"	"4"	"No"	"2"	1752	3172.03	27.49	38.33	38.35
	"Bronx County, NY"	"36005"	"2010"	"2010"	"April"	"4"	"Not Stated"	"9"	11	3153.18	31.27	37.64	37.55
	"Bronx County, NY"	"36005"	"2010"	"2010"	"May"	"5"	"Yes"	"1"	33	2805.58	28.79	36.58	36.42
	"Bronx County, NY"	"36005"	"2010"	"2010"	"May"	"5"	"No"	"2"	1768	3226.47	27.30	38.64	38.66
	"Bronx County, NY"	"36005"	"2010"	"2010"	"May"	"5"	"Not Stated"	"9"	10	2867.70	32.50	35.90	36.30
	"Bronx County, NY"	"36005"	"2010"	"2010"	"June"	"6"	"Yes"	"1"	36	3067.83	28.64	38.39	38.31
	"Bronx County, NY"	"36005"	"2010"	"2010"	"June"	"6"	"No"	"2"	1769	3211.56	27.66	38.51	38.55
	"Bronx County, NY"	"36005"	"2010"	"2010"	"June"	"6"	"Not Stated"	"9"	11	3298.27	33.00	39.09	38.64
	"Bronx County, NY"	"36005"	"2010"	"2010"	"July"	"7"	"Yes"	"1"	46	2982.30	28.41	38.30	38.37
	"Bronx County, NY"	"36005"	"2010"	"2010"	"July"	"7"	"No"	"2"	1928	3216.97	27.53	38.60	38.61
	"Bronx County, NY"	"36005"	"2010"	"2010"	"July"	"7"	"Not Stated"	"9"	12	3172.58	33.00	38.58	39.00
	"Bronx County, NY"	"36005"	"2010"	"2010"	"August"	"8"	"Yes"	"1"	33	3063.48	29.12	38.15	38.03
	"Bronx County, NY"	"36005"	"2010"	"2010"	"August"	"8"	"No"	"2"	1866	3181.30	27.58	38.48	38.50
	"Bronx County, NY"	"36005"	"2010"	"2010"	"August"	"8"	"Not Stated"	"9"	12	3089.17	27.75	37.83	37.92
	"Bronx County, NY"	"36005"	"2010"	"2010"	"September"	"9"	"Yes"	"1"	31	2788.48	28.39	38.29	37.90
	"Bronx County, NY"	"36005"	"2010"	"2010"	"September"	"9"	"No"	"2"	1951	3187.75	27.34	38.59	38.55
	"Bronx County, NY"	"36005"	"2010"	"2010"	"October"	"10"	"Yes"	"1"	28	2883.79	27.50	38.36	38.46
	"Bronx County, NY"	"36005"	"2010"	"2010"	"October"	"10"	"No"	"2"	1892	3193.30	27.57	38.70	38.59
	"Bronx County, NY"	"36005"	"2010"	"2010"	"November"	"11"	"Yes"	"1"	27	2956.04	27.52	38.78	38.63
	"Bronx County, NY"	"36005"	"2010"	"2010"	"November"	"11"	"No"	"2"	1894	3189.71	27.66	38.66	38.48
	"Bronx County, NY"	"36005"	"2010"	"2010"	"November"	"11"	"Not Stated"	"9"	11	3346.00	29.45	38.36	38.45
	"Bronx County, NY"	"36005"	"2010"	"2010"	"December"	"12"	"Yes"	"1"	36	2948.14	27.47	38.14	38.08
	"Bronx County, NY"	"36005"	"2010"	"2010"	"December"	"12"	"No"	"2"	1912	3196.44	27.67	38.68	38.53
	"Bronx County, NY"	"36005"	"2010"	"2010"	"December"	"12"	"Not Stated"	"9"	16	3280.44	31.19	39.56	39.31
	"Bronx County, NY"	"36005"	"2011"	"2011"	"January"	"1"	"Yes"	"1"	28	2921.11	27.11	37.82	37.86
	"Bronx County, NY"	"36005"	"2011"	"2011"	"January"	"1"	"No"	"2"	1793	3177.88	27.34	38.68	38.59
	"Bronx County, NY"	"36005"	"2011"	"2011"	"January"	"1"	"Not Stated"	"9"	12	3275.25	29.50	38.58	38.58
	"Bronx County, NY"	"36005"	"2011"	"2011"	"February"	"2"	"Yes"	"1"	31	3016.90	29.23	38.71	38.48
	"Bronx County, NY"	"36005"	"2011"	"2011"	"February"	"2"	"No"	"2"	1603	3201.88	27.79	38.56	38.53
	"Bronx County, NY"	"36005"	"2011"	"2011"	"March"	"3"	"Yes"	"1"	25	3082.16	27.40	38.80	38.60
	"Bronx County, NY"	"36005"	"2011"	"2011"	"March"	"3"	"No"	"2"	1663	3212.91	27.46	38.64	38.60
	"Bronx County, NY"	"36005"	"2011"	"2011"	"March"	"3"	"Not Stated"	"9"	13	3375.08	31.46	38.31	37.92
	"Bronx County, NY"	"36005"	"2011"	"2011"	"April"	"4"	"Yes"	"1"	30	3038.07	29.23	37.20	37.67
	"Bronx County, NY"	"36005"	"2011"	"2011"	"April"	"4"	"No"	"2"	1687	3191.02	27.55	38.70	38.49
	"Bronx County, NY"	"36005"	"2011"	"2011"	"April"	"4"	"Not Stated"	"9"	14	3524.00	27.36	38.50	38.71
	"Bronx County, NY"	"36005"	"2011"	"2011"	"May"	"5"	"Yes"	"1"	24	2873.25	27.38	38.08	37.83
	"Bronx County, NY"	"36005"	"2011"	"2011"	"May"	"5"	"No"	"2"	1658	3195.40	27.89	38.73	38.57
	"Bronx County, NY"	"36005"	"2011"	"2011"	"May"	"5"	"Not Stated"	"9"	15	3292.33	33.47	39.40	39.13
	"Bronx County, NY"	"36005"	"2011"	"2011"	"June"	"6"	"Yes"	"1"	34	3002.26	30.41	38.09	37.97
	"Bronx County, NY"	"36005"	"2011"	"2011"	"June"	"6"	"No"	"2"	1736	3225.13	27.78	38.64	38.62
	"Bronx County, NY"	"36005"	"2011"	"2011"	"June"	"6"	"Not Stated"	"9"	13	3161.00	27.54	39.85	39.15
	"Bronx County, NY"	"36005"	"2011"	"2011"	"July"	"7"	"Yes"	"1"	29	3130.72	26.97	38.48	38.59
	"Bronx County, NY"	"36005"	"2011"	"2011"	"July"	"7"	"No"	"2"	1909	3181.89	27.73	38.67	38.56
	"Bronx County, NY"	"36005"	"2011"	"2011"	"July"	"7"	"Not Stated"	"9"	21	3019.00	30.33	37.95	38.29
	"Bronx County, NY"	"36005"	"2011"	"2011"	"August"	"8"	"Yes"	"1"	33	2811.55	29.64	38.00	37.67
	"Bronx County, NY"	"36005"	"2011"	"2011"	"August"	"8"	"No"	"2"	1858	3208.35	27.73	38.73	38.76
	"Bronx County, NY"	"36005"	"2011"	"2011"	"September"	"9"	"Yes"	"1"	42	2900.38	26.36	37.98	38.17
	"Bronx County, NY"	"36005"	"2011"	"2011"	"September"	"9"	"No"	"2"	1868	3192.79	27.82	38.54	38.61
	"Bronx County, NY"	"36005"	"2011"	"2011"	"September"	"9"	"Not Stated"	"9"	18	3049.72	28.56	37.89	37.94
	"Bronx County, NY"	"36005"	"2011"	"2011"	"October"	"10"	"Yes"	"1"	32	2988.22	27.41	38.09	38.03
	"Bronx County, NY"	"36005"	"2011"	"2011"	"October"	"10"	"No"	"2"	1838	3173.03	27.75	38.54	38.60
	"Bronx County, NY"	"36005"	"2011"	"2011"	"October"	"10"	"Not Stated"	"9"	16	3293.31	30.81	38.50	38.38
	"Bronx County, NY"	"36005"	"2011"	"2011"	"November"	"11"	"Yes"	"1"	27	3033.30	29.04	38.67	38.59
	"Bronx County, NY"	"36005"	"2011"	"2011"	"November"	"11"	"No"	"2"	1787	3185.30	27.82	38.58	38.64
	"Bronx County, NY"	"36005"	"2011"	"2011"	"November"	"11"	"Not Stated"	"9"	12	3441.00	31.58	38.67	38.58
	"Bronx County, NY"	"36005"	"2011"	"2011"	"December"	"12"	"Yes"	"1"	28	3031.61	30.54	38.57	38.54
	"Bronx County, NY"	"36005"	"2011"	"2011"	"December"	"12"	"No"	"2"	1952	3243.55	27.82	38.69	38.65
	"Bronx County, NY"	"36005"	"2011"	"2011"	"December"	"12"	"Not Stated"	"9"	10	3251.80	28.40	38.80	39.00
	"Bronx County, NY"	"36005"	"2012"	"2012"	"January"	"1"	"Yes"	"1"	43	2964.49	28.60	38.35	38.21
	"Bronx County, NY"	"36005"	"2012"	"2012"	"January"	"1"	"No"	"2"	1693	3205.09	27.90	38.64	38.63
	"Bronx County, NY"	"36005"	"2012"	"2012"	"February"	"2"	"Yes"	"1"	30	3063.43	27.10	39.17	38.97
	"Bronx County, NY"	"36005"	"2012"	"2012"	"February"	"2"	"No"	"2"	1654	3182.80	28.16	38.60	38.54
	"Bronx County, NY"	"36005"	"2012"	"2012"	"March"	"3"	"Yes"	"1"	33	3043.15	27.67	38.33	38.24
	"Bronx County, NY"	"36005"	"2012"	"2012"	"March"	"3"	"No"	"2"	1649	3245.68	27.65	38.72	38.62
	"Bronx County, NY"	"36005"	"2012"	"2012"	"April"	"4"	"Yes"	"1"	32	2859.47	30.00	38.56	37.97
	"Bronx County, NY"	"36005"	"2012"	"2012"	"April"	"4"	"No"	"2"	1617	3191.05	27.81	38.63	38.52
	"Bronx County, NY"	"36005"	"2012"	"2012"	"April"	"4"	"Not Stated"	"9"	13	3273.92	30.23	38.31	38.31
	"Bronx County, NY"	"36005"	"2012"	"2012"	"May"	"5"	"Yes"	"1"	31	3216.16	27.81	38.84	38.71
	"Bronx County, NY"	"36005"	"2012"	"2012"	"May"	"5"	"No"	"2"	1662	3180.03	27.85	38.45	38.44
	"Bronx County, NY"	"36005"	"2012"	"2012"	"May"	"5"	"Not Stated"	"9"	11	3261.45	28.73	38.82	38.09
	"Bronx County, NY"	"36005"	"2012"	"2012"	"June"	"6"	"Yes"	"1"	26	2983.35	28.27	37.88	37.88
	"Bronx County, NY"	"36005"	"2012"	"2012"	"June"	"6"	"No"	"2"	1753	3205.88	28.10	38.64	38.57
	"Bronx County, NY"	"36005"	"2012"	"2012"	"July"	"7"	"Yes"	"1"	46	3000.09	27.43	37.80	38.02
	"Bronx County, NY"	"36005"	"2012"	"2012"	"July"	"7"	"No"	"2"	1745	3200.93	27.85	38.62	38.52
	"Bronx County, NY"	"36005"	"2012"	"2012"	"July"	"7"	"Not Stated"	"9"	13	3485.23	32.15	39.31	38.92
	"Bronx County, NY"	"36005"	"2012"	"2012"	"August"	"8"	"Yes"	"1"	32	2951.94	28.72	38.16	38.34
	"Bronx County, NY"	"36005"	"2012"	"2012"	"August"	"8"	"No"	"2"	1885	3203.28	28.12	38.52	38.52
	"Bronx County, NY"	"36005"	"2012"	"2012"	"August"	"8"	"Not Stated"	"9"	19	3312.68	30.26	39.05	39.05
	"Bronx County, NY"	"36005"	"2012"	"2012"	"September"	"9"	"Yes"	"1"	35	2859.77	29.80	38.03	38.14
	"Bronx County, NY"	"36005"	"2012"	"2012"	"September"	"9"	"No"	"2"	1855	3179.11	28.09	38.65	38.53
	"Bronx County, NY"	"36005"	"2012"	"2012"	"September"	"9"	"Not Stated"	"9"	10	3362.60	28.60	38.20	39.00
	"Bronx County, NY"	"36005"	"2012"	"2012"	"October"	"10"	"Yes"	"1"	25	3164.40	28.08	38.56	38.76
	"Bronx County, NY"	"36005"	"2012"	"2012"	"October"	"10"	"No"	"2"	1770	3189.26	28.06	38.67	38.54
	"Bronx County, NY"	"36005"	"2012"	"2012"	"October"	"10"	"Not Stated"	"9"	15	2980.87	32.87	37.67	37.67
	"Bronx County, NY"	"36005"	"2012"	"2012"	"November"	"11"	"Yes"	"1"	40	3089.03	28.43	38.38	38.25
	"Bronx County, NY"	"36005"	"2012"	"2012"	"November"	"11"	"No"	"2"	1757	3207.41	27.84	38.57	38.56
	"Bronx County, NY"	"36005"	"2012"	"2012"	"November"	"11"	"Not Stated"	"9"	10	3260.30	27.10	37.80	39.00
	"Bronx County, NY"	"36005"	"2012"	"2012"	"December"	"12"	"Yes"	"1"	37	2951.22	27.86	38.38	38.16
	"Bronx County, NY"	"36005"	"2012"	"2012"	"December"	"12"	"No"	"2"	1862	3208.65	28.07	38.55	38.60
